mean,CVE_LOC,CVE_MUN,CVE_ENT,CVEGEO,CVE_AGEB,system:index
0.11958072702129847,0001,001,06,0600100010081,0081,00000000000000000000
0.11953755468130112,0001,001,06,060010001019A,019A,00000000000000000001
0.11992792997462129,0001,001,06,0600100010359,0359,00000000000000000002
0.11964672033339194,0001,001,06,0600100010151,0151,00000000000000000003
0.11953755468130112,0001,001,06,0600100010166,0166,00000000000000000004
0.11953755468130112,0001,001,06,0600100010202,0202,00000000000000000005
0.11953755468130112,0001,001,06,0600100010217,0217,00000000000000000006
0.1202420697792616,0001,001,06,0600100010255,0255,00000000000000000007
0.11953755468130112,0001,001,06,060010001026A,026A,00000000000000000008
0.11995308845377585,0001,001,06,0600100010344,0344,00000000000000000009
0.11953755468130112,0001,001,06,0600100010274,0274,0000000000000000000a
0.11995308845377585,0001,001,06,0600100010363,0363,0000000000000000000b
0.11953755468130112,0001,001,06,0600100010378,0378,0000000000000000000c
0.11953755468130112,0001,001,06,0600100010382,0382,0000000000000000000d
0.12016263699893921,0001,001,06,0600100010397,0397,00000000000000000010
0.12024259800829505,0001,001,06,060010001040A,040A,00000000000000000011
0.12004189168433392,0001,001,06,0600100010109,0109,00000000000000000012
0.11996117764825948,0001,001,06,0600100010147,0147,00000000000000000013
0.11953755468130112,0007,001,06,0600100070240,0240,0000000000000000000e
0.11953755468130112,0007,001,06,0600100070236,0236,00000000000000000014
0.11953755468130112,0007,001,06,0600100070221,0221,00000000000000000015
0.12068851247897207,0035,001,06,060010035033A,033A,0000000000000000000f
0.12089826796172175,0035,001,06,0600100350325,0325,00000000000000000016
0.12032277882099152,0001,002,06,060020001134A,134A,00000000000000000017
0.12022267279582194,0001,002,06,0600200011640,1640,00000000000000000018
0.11978660575612295,0001,002,06,0600200011316,1316,00000000000000000019
0.11990149617667675,0001,002,06,0600200011320,1320,0000000000000000001a
0.11980718422291924,0001,002,06,0600200011373,1373,0000000000000000001b
0.11972849493051556,0001,002,06,060020001159A,159A,0000000000000000001c
0.11970209330320358,0001,002,06,0600200011617,1617,0000000000000000001d
0.11970209330320358,0001,002,06,0600200011621,1621,0000000000000000001e
0.12098165643041872,0001,002,06,0600200010676,0676,0000000000000000001f
0.12024487915365328,0001,002,06,0600200010727,0727,00000000000000000020
0.12032277882099152,0001,002,06,0600200011000,1000,00000000000000000021
0.12032277882099152,0001,002,06,0600200010977,0977,00000000000000000022
0.12032277882099152,0001,002,06,0600200011091,1091,00000000000000000023
0.11970784182228777,0001,002,06,0600200011142,1142,00000000000000000024
0.1202612133960152,0001,002,06,0600200011195,1195,00000000000000000025
0.12032277882099152,0001,002,06,0600200011208,1208,00000000000000000026
0.12021203162562687,0001,002,06,0600200011388,1388,00000000000000000027
0.12086828974168261,0001,002,06,0600200010411,0411,00000000000000000028
0.11970209330320358,0001,002,06,0600200010464,0464,00000000000000000029
0.11995564739183047,0001,002,06,0600200011496,1496,0000000000000000002a
0.11970227876336877,0001,002,06,0600200010479,0479,0000000000000000002b
0.11970209330320358,0001,002,06,0600200010483,0483,0000000000000000002c
0.12002030201917495,0001,002,06,0600200011481,1481,0000000000000000002d
0.12032277882099152,0001,002,06,0600200010996,0996,0000000000000000002e
0.12032277882099152,0001,002,06,0600200010568,0568,0000000000000000002f
0.12032205491800191,0001,002,06,0600200010619,0619,00000000000000000030
0.11992326378822327,0001,002,06,0600200011693,1693,00000000000000000031
0.1203227502007739,0001,002,06,0600200011104,1104,00000000000000000032
0.12083416549591444,0001,002,06,0600200011068,1068,00000000000000000033
0.12031132202707749,0001,002,06,0600200011706,1706,00000000000000000034
0.1197470164075383,0001,002,06,0600200011689,1689,00000000000000000035
0.11975074441058041,0001,002,06,0600200010708,0708,00000000000000000036
