mean,CVE_LOC,CVE_MUN,CVE_ENT,CVEGEO,CVE_AGEB,system:index
0.13113181293010712,0001,001,06,0600100010081,0081,00000000000000000000
0.13113181293010712,0001,001,06,060010001019A,019A,00000000000000000001
0.13113181293010712,0001,001,06,0600100010359,0359,00000000000000000002
0.13113181293010712,0001,001,06,0600100010151,0151,00000000000000000003
0.13086183161739606,0001,001,06,0600100010166,0166,00000000000000000004
0.13074007081811345,0001,001,06,0600100010202,0202,00000000000000000005
0.1307536819966315,0001,001,06,0600100010217,0217,00000000000000000006
0.13069505225103215,0001,001,06,0600100010255,0255,00000000000000000007
0.13113132748671147,0001,001,06,060010001026A,026A,00000000000000000008
0.13113181293010712,0001,001,06,0600100010344,0344,00000000000000000009
0.13113181293010712,0001,001,06,0600100010274,0274,0000000000000000000a
0.13113181293010712,0001,001,06,0600100010363,0363,0000000000000000000b
0.13061322978995057,0001,001,06,0600100010378,0378,0000000000000000000c
0.13075312145809212,0001,001,06,0600100010382,0382,0000000000000000000d
0.13074436837894643,0001,001,06,0600100010397,0397,00000000000000000010
0.13113181293010712,0001,001,06,060010001040A,040A,00000000000000000011
0.1307320830429802,0001,001,06,0600100010109,0109,00000000000000000012
0.13113181293010712,0001,001,06,0600100010147,0147,00000000000000000013
0.13110562717296834,0007,001,06,0600100070240,0240,0000000000000000000e
0.13108940881953554,0007,001,06,0600100070236,0236,00000000000000000014
0.13108132376514753,0007,001,06,0600100070221,0221,00000000000000000015
0.13176802389995126,0035,001,06,060010035033A,033A,0000000000000000000f
0.1314914435436399,0035,001,06,0600100350325,0325,00000000000000000016
0.13258032500743866,0001,002,06,060020001134A,134A,00000000000000000017
0.13164715468883514,0001,002,06,0600200011640,1640,00000000000000000018
0.13310454675967506,0001,002,06,0600200011316,1316,00000000000000000019
0.13202720560038925,0001,002,06,0600200011320,1320,0000000000000000001a
0.1324547978901542,0001,002,06,0600200011373,1373,0000000000000000001b
0.13342717289924622,0001,002,06,060020001159A,159A,0000000000000000001c
0.13221225509461643,0001,002,06,0600200011617,1617,0000000000000000001d
0.1316831729226023,0001,002,06,0600200011621,1621,0000000000000000001e
0.13164715468883514,0001,002,06,0600200010676,0676,0000000000000000001f
0.13253032894590158,0001,002,06,0600200010727,0727,00000000000000000020
0.13247210364876016,0001,002,06,0600200011000,1000,00000000000000000021
0.1319984670341259,0001,002,06,0600200010977,0977,00000000000000000022
0.13269425576155894,0001,002,06,0600200011091,1091,00000000000000000023
0.13309693281162963,0001,002,06,0600200011142,1142,00000000000000000024
0.13258032500743866,0001,002,06,0600200011195,1195,00000000000000000025
0.13258032500743866,0001,002,06,0600200011208,1208,00000000000000000026
0.1324877475861481,0001,002,06,0600200011388,1388,00000000000000000027
0.13164715468883514,0001,002,06,0600200010411,0411,00000000000000000028
0.1325793579249419,0001,002,06,0600200010464,0464,00000000000000000029
0.13257341998139763,0001,002,06,0600200011496,1496,0000000000000000002a
0.13218333415768463,0001,002,06,0600200010479,0479,0000000000000000002b
0.13211985176415814,0001,002,06,0600200010483,0483,0000000000000000002c
0.13164715468883514,0001,002,06,0600200011481,1481,0000000000000000002d
0.1324034940356516,0001,002,06,0600200010996,0996,0000000000000000002e
0.1324156370801715,0001,002,06,0600200010568,0568,0000000000000000002f
0.13211780500204084,0001,002,06,0600200010619,0619,00000000000000000030
0.13164715468883514,0001,002,06,0600200011693,1693,00000000000000000031
0.13228335362961804,0001,002,06,0600200011104,1104,00000000000000000032
0.13164715468883514,0001,002,06,0600200011068,1068,00000000000000000033
0.13281701186918743,0001,002,06,0600200011706,1706,00000000000000000034
0.13258032500743866,0001,002,06,0600200011689,1689,00000000000000000035
0.13164715468883514,0001,002,06,0600200010708,0708,00000000000000000036
0.13306578467601027,0001,002,06,0600200011458,1458,00000000000000000037
0.13164715468883514,0001,002,06,0600200011570,1570,00000000000000000038
0.1329312028546456,0001,002,06,0600200011585,1585,00000000000000000039
0.13164715468883514,0001,002,06,0600200010290,0290,0000000000000000003a
0.13164715468883514,0001,002,06,0600200010318,0318,0000000000000000003b
0.13164715468883514,0001,002,06,0600200010337,0337,0000000000000000003c
0.13241947938564888,0001,002,06,0600200010407,0407,0000000000000000003d
0.13234603436950398,0001,002,06,060020001052A,052A,0000000000000000003e
0.13168246193711486,0001,002,06,0600200010680,0680,0000000000000000003f
0.13164715468883514,0001,002,06,0600200010712,0712,00000000000000000040
0.13164715468883514,0001,002,06,0600200010746,0746,00000000000000000041
0.13196270499962964,0001,002,06,0600200010750,0750,00000000000000000042
0.13181005441793248,0001,002,06,0600200010765,0765,00000000000000000043
0.13258893373526784,0001,002,06,0600200010816,0816,00000000000000000044
0.1319932872778442,0001,002,06,0600200011087,1087,00000000000000000045
0.13324307501824803,0001,002,06,0600200011123,1123,00000000000000000046
0.13193559851300937,0001,002,06,0600200011157,1157,00000000000000000047
0.13164715468883514,0001,002,06,0600200011227,1227,00000000000000000048
0.13258032500743866,0001,002,06,0600200011231,1231,00000000000000000049
0.13247415911834667,0001,002,06,0600200011250,1250,0000000000000000004a
0.13225398724963724,0001,002,06,0600200011246,1246,0000000000000000004b
0.13204032705649046,0001,002,06,0600200011265,1265,0000000000000000004c
0.13271752945659543,0001,002,06,060020001127A,127A,0000000000000000004d
0.1319932872778442,0001,002,06,0600200011284,1284,0000000000000000004e
0.13192313120766422,0001,002,06,0600200011161,1161,0000000000000000004f
0.13211976948254764,0001,002,06,0600200010549,0549,00000000000000000050
0.13214704392977886,0001,002,06,0600200010572,0572,00000000000000000051
0.13258032500743866,0001,002,06,0600200011551,1551,00000000000000000052
0.13234576425810504,0001,002,06,0600200010801,0801,00000000000000000053
0.13164715468883514,0001,002,06,0600200010820,0820,00000000000000000054
0.13164715468883514,0001,002,06,0600200010835,0835,00000000000000000055
0.13166142819766025,0001,002,06,060020001084A,084A,00000000000000000056
0.13173890067628333,0001,002,06,0600200010854,0854,00000000000000000057
0.13164715468883514,0001,002,06,0600200010869,0869,00000000000000000058
0.13164715468883514,0001,002,06,0600200010873,0873,00000000000000000059
0.13164715468883514,0001,002,06,0600200010888,0888,0000000000000000005a
0.13164715468883514,0001,002,06,0600200010892,0892,0000000000000000005b
0.13164715468883514,0001,002,06,060020001091A,091A,0000000000000000005c
0.13164715468883514,0001,002,06,0600200010924,0924,0000000000000000005d
0.13197615343374355,0001,002,06,0600200010943,0943,0000000000000000005e
0.13193609391389455,0001,002,06,0600200010958,0958,0000000000000000005f
0.1321770410399356,0001,002,06,0600200010962,0962,00000000000000000060
0.13237820820728066,0001,002,06,0600200011015,1015,00000000000000000061
0.13224745642655017,0001,002,06,060020001102A,102A,00000000000000000062
0.1319932872778442,0001,002,06,0600200011299,1299,00000000000000000063
0.1322150926826275,0001,002,06,0600200011354,1354,00000000000000000064
0.13289789837248103,0001,002,06,0600200011439,1439,00000000000000000065
0.13268878979680612,0001,002,06,0600200011462,1462,00000000000000000066
0.13164715468883514,0001,002,06,0600200010322,0322,00000000000000000067
0.131679467518779,0001,002,06,0600200010021,0021,00000000000000000068
0.1319932872778442,0001,002,06,0600200010534,0534,00000000000000000069
0.13164715468883514,0001,002,06,060020001077A,077A,0000000000000000006a
0.13168518612955232,0001,002,06,0600200010939,0939,0000000000000000006b
0.13164715468883514,0001,002,06,0600200010981,0981,0000000000000000006c
0.1329406201839447,0001,002,06,0600200011547,1547,0000000000000000006d
0.13165354272533558,0001,002,06,0600200011405,1405,0000000000000000006e
0.13164715468883514,0001,002,06,0600200010341,0341,0000000000000000006f
0.13258032500743866,0001,002,06,0600200011212,1212,00000000000000000070
0.13164715468883514,0001,002,06,0600200010356,0356,00000000000000000071
0.13236802864640185,0001,002,06,060020001141A,141A,00000000000000000072
0.13271336074639484,0001,002,06,0600200010394,0394,00000000000000000073
0.13169861602954833,0001,002,06,0600200011509,1509,00000000000000000074
0.13253507245736154,0001,002,06,0600200011335,1335,00000000000000000075
0.13258032500743866,0001,002,06,0600200011392,1392,00000000000000000076
0.13321397445314334,0001,002,06,0600200011513,1513,00000000000000000077
0.13298375371793172,0001,002,06,0600200011528,1528,00000000000000000078
0.13164863993033651,0001,002,06,0600200011301,1301,00000000000000000079
0.13164715468883514,0001,002,06,0600200011053,1053,0000000000000000007a
0.13164715468883514,0001,002,06,0600200011072,1072,0000000000000000007b
0.1330213678149284,0001,002,06,0600200010731,0731,0000000000000000007c
0.13221002001144955,0001,002,06,0600200010784,0784,0000000000000000007d
0.13206630226473684,0001,002,06,0600200010799,0799,0000000000000000007e
0.131022779638341,0001,002,06,0600200010638,0638,0000000000000000007f
0.1318466059641794,0001,002,06,060020001166A,166A,00000000000000000080
0.13244670819863938,0001,002,06,0600200011566,1566,00000000000000000081
0.13339369309577653,0001,002,06,0600200011602,1602,00000000000000000082
0.133415600569143,0001,002,06,0600200011176,1176,00000000000000000083
0.13293541587038468,0001,002,06,0600200011532,1532,00000000000000000084
0.1314817439096974,0001,002,06,0600200011636,1636,00000000000000000085
0.13223555828703498,0001,002,06,0600200011369,1369,00000000000000000086
0.13257067485305185,0001,002,06,0600200011424,1424,00000000000000000087
0.13228373078470318,0001,002,06,0600200011477,1477,00000000000000000088
0.132640014884405,0001,002,06,0600200010623,0623,00000000000000000089
0.1329312028546456,0001,002,06,0600200011674,1674,0000000000000000008a
0.13171556822862207,0001,002,06,0600200011710,1710,0000000000000000008b
0.13186008718984196,0001,002,06,0600200010074,0074,0000000000000000008c
0.13170038781408683,0001,002,06,0600200011655,1655,0000000000000000008d
0.1320465584159827,0001,002,06,060020001006A,006A,0000000000000000008e
0.1313609480857849,0001,003,06,0600300010141,0141,0000000000000000008f
0.13126895201956335,0001,003,06,060030001018A,018A,00000000000000000090
0.1313609480857849,0001,003,06,0600300010175,0175,00000000000000000091
0.1313562456821472,0001,003,06,0600300010048,0048,00000000000000000092
0.1313609480857849,0001,003,06,0600300010090,0090,00000000000000000093
0.1313609480857849,0001,003,06,0600300010137,0137,00000000000000000094
0.1313609480857849,0001,003,06,0600300010156,0156,00000000000000000095
0.13128687504422065,0001,003,06,0600300010194,0194,00000000000000000097
0.13136015845470822,0001,003,06,0600300010118,0118,00000000000000000098
0.1313609480857849,0001,003,06,0600300010160,0160,0000000000000000009a
0.13133913930394106,0001,003,06,0600300010103,0103,0000000000000000009b
0.1313609480857849,0001,003,06,0600300010067,0067,0000000000000000009c
0.13123338919910507,0001,003,06,0600300010122,0122,0000000000000000009d
0.13125043156075078,0001,003,06,0600300010207,0207,0000000000000000009e
0.13129102057864928,0001,003,06,0600300010052,0052,0000000000000000009f
0.13014963269233704,0035,003,06,0600300350071,0071,00000000000000000096
0.1303246411508813,0035,003,06,0600300350086,0086,00000000000000000099
0.13137622173521765,0001,004,06,0600400010100,0100,000000000000000000a0
0.13177274066108008,0001,004,06,0600400010187,0187,000000000000000000a1
0.13079274453804682,0001,004,06,0600400010242,0242,000000000000000000a2
0.13199674187020582,0001,004,06,0600400010083,0083,000000000000000000a3
0.13187889826106872,0001,004,06,0600400010238,0238,000000000000000000a4
0.13091121909340075,0001,004,06,0600400010257,0257,000000000000000000a5
0.13127587638908417,0001,004,06,0600400010172,0172,000000000000000000a6
0.13177517494810162,0001,004,06,0600400010153,0153,000000000000000000a9
0.1321895867586136,0001,004,06,0600400010191,0191,000000000000000000ab
0.13150499460369605,0015,004,06,0600400150223,0223,000000000000000000a7
0.13150596194594938,0015,004,06,0600400150204,0204,000000000000000000a8
0.13150495290756226,0015,004,06,0600400150219,0219,000000000000000000aa
0.13017696142196655,0001,005,06,0600500010343,0343,000000000000000000ad
0.13017696142196655,0001,005,06,0600500010235,0235,000000000000000000ae
0.13017696142196655,0001,005,06,0600500010339,0339,000000000000000000b0
0.13017696142196655,0001,005,06,0600500010305,0305,000000000000000000b1
0.13017696142196655,0001,005,06,0600500010108,0108,000000000000000000b2
0.13017696142196655,0001,005,06,0600500010112,0112,000000000000000000b3
0.13017696142196655,0001,005,06,0600500010150,0150,000000000000000000b4
0.13017696142196655,0001,005,06,0600500010184,0184,000000000000000000b5
0.13017696142196655,0001,005,06,0600500010220,0220,000000000000000000b6
0.13017696142196655,0001,005,06,060050001024A,024A,000000000000000000b7
0.13017696142196655,0001,005,06,0600500010288,0288,000000000000000000b8
0.13017696142196655,0001,005,06,0600500010292,0292,000000000000000000b9
0.12993031463804688,0001,005,06,0600500010324,0324,000000000000000000c0
0.13017696142196655,0001,005,06,0600500010254,0254,000000000000000000c1
0.13017696142196655,0001,005,06,060050001031A,031A,000000000000000000c2
0.13137845086014513,0018,005,06,0600500180038,0038,000000000000000000ba
0.13142088055610657,0018,005,06,0600500180131,0131,000000000000000000bb
0.13085797310238922,0018,005,06,060050018017A,017A,000000000000000000bc
0.13142088055610657,0018,005,06,0600500180216,0216,000000000000000000bd
0.1305129839381035,0018,005,06,0600500180080,0080,000000000000000000c3
0.13023990013283934,0018,005,06,0600500180095,0095,000000000000000000c4
0.1329406201839447,0023,005,06,0600500230273,0273,000000000000000000ac
0.13289292457729251,0023,005,06,0600500230269,0269,000000000000000000af
0.1329406201839447,0023,005,06,0600500230199,0199,000000000000000000be
0.13259062403406668,0023,005,06,0600500230201,0201,000000000000000000bf
0.1310575306415558,0001,006,06,0600600010069,0069,000000000000000000c5
0.1310575306415558,0001,006,06,0600600010073,0073,000000000000000000c6
0.1310575306415558,0001,006,06,0600600010092,0092,000000000000000000c7
,0001,006,06,0600600010105,0105,000000000000000000c8
0.1310575306415558,0001,006,06,060060001011A,011A,000000000000000000c9
0.1310575306415558,0001,006,06,0600600010124,0124,000000000000000000ca
0.1310575306415558,0001,006,06,0600600010088,0088,000000000000000000cb
0.13080342400337225,0001,007,06,0600700010564,0564,000000000000000000cc
0.1317048240975134,0001,007,06,0600700010530,0530,000000000000000000cd
0.13173282303541994,0001,007,06,0600700010545,0545,000000000000000000ce
0.13201455719019342,0001,007,06,0600700010668,0668,000000000000000000cf
0.13112873998695182,0001,007,06,0600700010687,0687,000000000000000000d0
0.13116086875952357,0001,007,06,0600700010691,0691,000000000000000000d1
0.13139747083187103,0001,007,06,0600700011011,1011,000000000000000000d2
0.1304178386926651,0001,007,06,0600700011331,1331,000000000000000000d3
0.13138874604845172,0001,007,06,0600700010456,0456,000000000000000000d4
0.13139741165635976,0001,007,06,0600700011717,1717,000000000000000000d5
0.13122406601905823,0001,007,06,0600700010649,0649,000000000000000000d6
0.1304178386926651,0001,007,06,0600700011204,1204,000000000000000000d7
0.13150978597283253,0001,007,06,0600700010808,0808,000000000000000000d8
0.1304178386926651,0001,007,06,0600700011581,1581,000000000000000000d9
0.13188692452714948,0001,007,06,060070001009A,009A,000000000000000000da
0.13131551384325643,0001,007,06,0600700010422,0422,000000000000000000db
0.13154874426315386,0001,007,06,0600700010193,0193,000000000000000000dc
0.1304178386926651,0001,007,06,0600700010333,0333,000000000000000000dd
0.13043619139628787,0001,007,06,0600700010348,0348,000000000000000000de
0.13128016339923965,0001,007,06,0600700010390,0390,000000000000000000df
0.13122406601905823,0001,007,06,0600700010403,0403,000000000000000000e0
0.13203598921443951,0001,007,06,0600700010507,0507,000000000000000000e1
0.13011088967323303,0001,007,06,0600700010511,0511,000000000000000000e2
0.13130424122384302,0001,007,06,0600700010704,0704,000000000000000000e3
0.13043077668987213,0001,007,06,0600700010738,0738,000000000000000000e4
0.13089350013464554,0001,007,06,0600700011492,1492,000000000000000000e5
0.13122406601905823,0001,007,06,060070001087A,087A,000000000000000000e6
0.13124690355573224,0001,007,06,0600700010884,0884,000000000000000000e7
0.13045567459064147,0001,007,06,0600700010899,0899,000000000000000000e8
0.1304236995617843,0001,007,06,0600700010901,0901,000000000000000000e9
0.13011088967323303,0001,007,06,0600700010954,0954,000000000000000000ea
0.130032017827034,0001,007,06,0600700011774,1774,000000000000000000eb
0.13042277420764783,0001,007,06,0600700011064,1064,000000000000000000ec
0.13044226949182972,0001,007,06,0600700011079,1079,000000000000000000ed
0.13076319200439185,0001,007,06,0600700011098,1098,000000000000000000ee
0.1304178386926651,0001,007,06,0600700011168,1168,000000000000000000ef
0.13089350013464554,0001,007,06,0600700011172,1172,000000000000000000f0
0.1308406256767536,0001,007,06,0600700011191,1191,000000000000000000f1
0.1315781848980589,0001,007,06,0600700011219,1219,000000000000000000f2
0.13065856251561173,0001,007,06,0600700011257,1257,000000000000000000f3
0.13049056100715897,0001,007,06,0600700011261,1261,000000000000000000f4
0.1304178386926651,0001,007,06,0600700011327,1327,000000000000000000f5
0.13096828507478475,0001,007,06,0600700011401,1401,000000000000000000f6
0.13189008459859017,0001,007,06,0600700011473,1473,000000000000000000f7
0.13147667227933424,0001,007,06,0600700011488,1488,000000000000000000f8
0.13115394888986862,0001,007,06,0600700011505,1505,000000000000000000f9
0.13084231387475215,0001,007,06,0600700011524,1524,000000000000000000fa
0.13045041535685245,0001,007,06,0600700011543,1543,000000000000000000fb
0.1304178386926651,0001,007,06,0600700011596,1596,000000000000000000fc
0.1304178386926651,0001,007,06,0600700011628,1628,000000000000000000fd
0.13059090157202738,0001,007,06,0600700011666,1666,000000000000000000fe
0.13028388700456514,0001,007,06,0600700011670,1670,000000000000000000ff
0.13139747083187103,0001,007,06,0600700011702,1702,00000000000000000100
0.1304178386926651,0001,007,06,0600700011083,1083,00000000000000000104
0.1304178386926651,0001,007,06,0600700011308,1308,00000000000000000105
0.130032017827034,0001,007,06,060070001176A,176A,00000000000000000106
0.1304178386926651,0001,007,06,060070001144A,144A,00000000000000000107
0.130032017827034,0001,007,06,0600700011806,1806,00000000000000000108
0.1304178386926651,0001,007,06,0600700011577,1577,00000000000000000109
0.13049946765725506,0001,007,06,0600700011365,1365,0000000000000000010a
0.1304178386926651,0001,007,06,060070001137A,137A,0000000000000000010b
0.1304178386926651,0001,007,06,0600700011685,1685,0000000000000000010c
0.1304178386926651,0001,007,06,060070001112A,112A,0000000000000000010d
0.1304178386926651,0001,007,06,0600700011187,1187,0000000000000000010e
0.13046277202257867,0001,007,06,0600700010314,0314,0000000000000000010f
0.13089350013464554,0001,007,06,0600700011115,1115,00000000000000000111
0.13149326600003938,0001,007,06,060070001016A,016A,00000000000000000112
0.1315595440617765,0001,007,06,0600700010174,0174,00000000000000000113
0.1308099733418377,0001,007,06,0600700010352,0352,00000000000000000114
0.13047264716935916,0001,007,06,0600700010329,0329,00000000000000000115
0.13139747083187103,0001,007,06,0600700010418,0418,00000000000000000116
0.13125284001845666,0001,007,06,0600700010460,0460,00000000000000000117
0.13011088967323303,0001,007,06,0600700011736,1736,00000000000000000118
0.13139733664645747,0001,007,06,0600700011007,1007,00000000000000000119
0.13146763331378736,0001,007,06,0600700010615,0615,0000000000000000011a
0.1318930685520172,0001,007,06,0600700010634,0634,0000000000000000011b
0.13192553828471454,0001,007,06,060070001048A,048A,0000000000000000011c
0.13156362156543122,0001,007,06,0600700010526,0526,0000000000000000011d
0.1304178386926651,0001,007,06,0600700011384,1384,0000000000000000011e
0.1304178386926651,0001,007,06,0600700010583,0583,0000000000000000011f
0.1309795062019867,0001,007,06,0600700010672,0672,00000000000000000120
0.13147000219813276,0001,007,06,0600700010988,0988,00000000000000000121
0.13073431817772024,0001,007,06,0600700010742,0742,00000000000000000122
0.13082598351561492,0001,007,06,0600700011454,1454,00000000000000000123
0.13192259531551268,0001,007,06,0600700010795,0795,00000000000000000124
0.13139747083187103,0001,007,06,0600700011026,1026,00000000000000000125
0.1313937174459605,0001,007,06,0600700011030,1030,00000000000000000126
0.13042949997332082,0001,007,06,0600700011045,1045,00000000000000000127
0.13055650445649175,0001,007,06,060070001105A,105A,00000000000000000128
