mean,CVE_LOC,CVE_MUN,CVE_ENT,CVEGEO,CVE_AGEB,system:index
0.11280538574931193,0001,001,06,0600100010081,0081,00000000000000000000
0.11282778240092817,0001,001,06,060010001019A,019A,00000000000000000001
0.11272754085307217,0001,001,06,0600100010359,0359,00000000000000000002
0.11280492104445343,0001,001,06,0600100010151,0151,00000000000000000003
0.11285842852712545,0001,001,06,0600100010166,0166,00000000000000000004
0.11285222757783248,0001,001,06,0600100010202,0202,00000000000000000005
0.11285345943204787,0001,001,06,0600100010217,0217,00000000000000000006
0.11285857352528764,0001,001,06,0600100010255,0255,00000000000000000007
0.11284613770736439,0001,001,06,060010001026A,026A,00000000000000000008
0.1127829890976957,0001,001,06,0600100010344,0344,00000000000000000009
0.11274052554038305,0001,001,06,0600100010274,0274,0000000000000000000a
0.1127147451043129,0001,001,06,0600100010363,0363,0000000000000000000b
0.11285866051912308,0001,001,06,0600100010378,0378,0000000000000000000c
0.1128530463158149,0001,001,06,0600100010382,0382,0000000000000000000d
0.11285860186336549,0001,001,06,0600100010397,0397,00000000000000000010
0.1127829890976957,0001,001,06,060010001040A,040A,00000000000000000011
0.11285862703408867,0001,001,06,0600100010109,0109,00000000000000000012
0.1127829890976957,0001,001,06,0600100010147,0147,00000000000000000013
0.11273012917831604,0007,001,06,0600100070240,0240,0000000000000000000e
0.11272510481977654,0007,001,06,0600100070236,0236,00000000000000000014
0.11272211986101766,0007,001,06,0600100070221,0221,00000000000000000015
0.1119362497295867,0035,001,06,060010035033A,033A,0000000000000000000f
0.11194666514195487,0035,001,06,0600100350325,0325,00000000000000000016
0.11258532851934433,0001,002,06,060020001134A,134A,00000000000000000017
0.1122690811753273,0001,002,06,0600200011640,1640,00000000000000000018
0.11306811710551377,0001,002,06,0600200011316,1316,00000000000000000019
0.1132389613254447,0001,002,06,0600200011320,1320,0000000000000000001a
0.11260664803202057,0001,002,06,0600200011373,1373,0000000000000000001b
0.1125668860109746,0001,002,06,060020001159A,159A,0000000000000000001c
0.11221585386695777,0001,002,06,0600200011617,1617,0000000000000000001d
0.11233704208740092,0001,002,06,0600200011621,1621,0000000000000000001e
0.11221961224518727,0001,002,06,0600200010676,0676,0000000000000000001f
0.11219076812267303,0001,002,06,0600200010727,0727,00000000000000000020
0.11258532851934433,0001,002,06,0600200011000,1000,00000000000000000021
0.1122690811753273,0001,002,06,0600200010977,0977,00000000000000000022
0.11232980673607011,0001,002,06,0600200011091,1091,00000000000000000023
0.11219709676332777,0001,002,06,0600200011142,1142,00000000000000000024
0.11258532851934433,0001,002,06,0600200011195,1195,00000000000000000025
0.11258532851934433,0001,002,06,0600200011208,1208,00000000000000000026
0.1122690811753273,0001,002,06,0600200011388,1388,00000000000000000027
0.11225921338381296,0001,002,06,0600200010411,0411,00000000000000000028
0.11286611991322303,0001,002,06,0600200010464,0464,00000000000000000029
0.1122690811753273,0001,002,06,0600200011496,1496,0000000000000000002a
0.11298590898513794,0001,002,06,0600200010479,0479,0000000000000000002b
0.11254396255467848,0001,002,06,0600200010483,0483,0000000000000000002c
0.1122690811753273,0001,002,06,0600200011481,1481,0000000000000000002d
0.11258532851934433,0001,002,06,0600200010996,0996,0000000000000000002e
0.11255381556139575,0001,002,06,0600200010568,0568,0000000000000000002f
0.1122690811753273,0001,002,06,0600200010619,0619,00000000000000000030
0.1122690811753273,0001,002,06,0600200011693,1693,00000000000000000031
0.1122690811753273,0001,002,06,0600200011104,1104,00000000000000000032
0.11226837638183079,0001,002,06,0600200011068,1068,00000000000000000033
0.11227259865102261,0001,002,06,0600200011706,1706,00000000000000000034
0.11258532851934433,0001,002,06,0600200011689,1689,00000000000000000035
0.11221312530729373,0001,002,06,0600200010708,0708,00000000000000000036
0.11220067201512042,0001,002,06,0600200011458,1458,00000000000000000037
0.1122690811753273,0001,002,06,0600200011570,1570,00000000000000000038
0.1122690811753273,0001,002,06,0600200011585,1585,00000000000000000039
0.1122690811753273,0001,002,06,0600200010290,0290,0000000000000000003a
0.11224253285819583,0001,002,06,0600200010318,0318,0000000000000000003b
0.1122690811753273,0001,002,06,0600200010337,0337,0000000000000000003c
0.11258209630964201,0001,002,06,0600200010407,0407,0000000000000000003d
0.11258532851934433,0001,002,06,060020001052A,052A,0000000000000000003e
0.1121938040417428,0001,002,06,0600200010680,0680,0000000000000000003f
0.11222237113296389,0001,002,06,0600200010712,0712,00000000000000000040
0.11219995108982646,0001,002,06,0600200010746,0746,00000000000000000041
0.11219091968422591,0001,002,06,0600200010750,0750,00000000000000000042
0.1123439708638224,0001,002,06,0600200010765,0765,00000000000000000043
0.11240556479787187,0001,002,06,0600200010816,0816,00000000000000000044
0.1122690811753273,0001,002,06,0600200011087,1087,00000000000000000045
0.11219406646795349,0001,002,06,0600200011123,1123,00000000000000000046
0.1122690811753273,0001,002,06,0600200011157,1157,00000000000000000047
0.1122690811753273,0001,002,06,0600200011227,1227,00000000000000000048
0.11258532851934433,0001,002,06,0600200011231,1231,00000000000000000049
0.11258532851934433,0001,002,06,0600200011250,1250,0000000000000000004a
0.11250088203072392,0001,002,06,0600200011246,1246,0000000000000000004b
0.11219076812267303,0001,002,06,0600200011265,1265,0000000000000000004c
0.11219076812267303,0001,002,06,060020001127A,127A,0000000000000000004d
