mean,CVE_LOC,CVE_MUN,CVE_ENT,CVEGEO,CVE_AGEB,system:index
0.12736904621124268,0001,001,06,0600100010081,0081,00000000000000000000
0.12736904621124268,0001,001,06,060010001019A,019A,00000000000000000001
0.12735898079243532,0001,001,06,0600100010359,0359,00000000000000000002
0.12736694162367387,0001,001,06,0600100010151,0151,00000000000000000003
0.12737956709848916,0001,001,06,0600100010166,0166,00000000000000000004
0.12736904621124268,0001,001,06,0600100010202,0202,00000000000000000005
0.12736904621124268,0001,001,06,0600100010217,0217,00000000000000000006
0.12753526815258162,0001,001,06,0600100010255,0255,00000000000000000007
0.12737673797152865,0001,001,06,060010001026A,026A,00000000000000000008
0.12736185662638028,0001,001,06,0600100010344,0344,00000000000000000009
0.12736904621124268,0001,001,06,0600100010274,0274,0000000000000000000a
0.12735898079243532,0001,001,06,0600100010363,0363,0000000000000000000b
0.12736904621124268,0001,001,06,0600100010378,0378,0000000000000000000c
0.12736904621124268,0001,001,06,0600100010382,0382,0000000000000000000d
0.12749136046996382,0001,001,06,0600100010397,0397,00000000000000000010
0.12736904621124268,0001,001,06,060010001040A,040A,00000000000000000011
0.12743786478318245,0001,001,06,0600100010109,0109,00000000000000000012
0.12736904621124268,0001,001,06,0600100010147,0147,00000000000000000013
0.1270465224631243,0007,001,06,0600100070240,0240,0000000000000000000e
0.12715101370704313,0007,001,06,0600100070236,0236,00000000000000000014
0.1273746806918612,0007,001,06,0600100070221,0221,00000000000000000015
0.12615379351659697,0035,001,06,060010035033A,033A,0000000000000000000f
0.12618418180681892,0035,001,06,0600100350325,0325,00000000000000000016
0.12746537017588475,0001,002,06,060020001134A,134A,00000000000000000017
0.12747677814331873,0001,002,06,0600200011640,1640,00000000000000000018
0.12763303069967147,0001,002,06,0600200011316,1316,00000000000000000019
0.12767843483379337,0001,002,06,0600200011320,1320,0000000000000000001a
0.12747426807909104,0001,002,06,0600200011373,1373,0000000000000000001b
0.12762436270713806,0001,002,06,060020001159A,159A,0000000000000000001c
0.12760208652443397,0001,002,06,0600200011617,1617,0000000000000000001d
0.12745669714478203,0001,002,06,0600200011621,1621,0000000000000000001e
0.12737956643104553,0001,002,06,0600200010676,0676,0000000000000000001f
0.1274770216927838,0001,002,06,0600200010727,0727,00000000000000000020
0.12764976458168997,0001,002,06,0600200011000,1000,00000000000000000021
0.12790650129318237,0001,002,06,0600200010977,0977,00000000000000000022
0.127906352442225,0001,002,06,0600200011091,1091,00000000000000000023
0.12762436270713806,0001,002,06,0600200011142,1142,00000000000000000024
0.12772964627399871,0001,002,06,0600200011195,1195,00000000000000000025
0.12746796127489401,0001,002,06,0600200011208,1208,00000000000000000026
0.12790650129318237,0001,002,06,0600200011388,1388,00000000000000000027
0.12738029397712594,0001,002,06,0600200010411,0411,00000000000000000028
0.12791354422755002,0001,002,06,0600200010464,0464,00000000000000000029
0.12790650129318237,0001,002,06,0600200011496,1496,0000000000000000002a
0.12771824271880958,0001,002,06,0600200010479,0479,0000000000000000002b
0.1274227007334686,0001,002,06,0600200010483,0483,0000000000000000002c
0.12762990456774265,0001,002,06,0600200011481,1481,0000000000000000002d
0.12764976458168997,0001,002,06,0600200010996,0996,0000000000000000002e
0.12768176788431546,0001,002,06,0600200010568,0568,0000000000000000002f
0.12790650129318237,0001,002,06,0600200010619,0619,00000000000000000030
0.1277487095522095,0001,002,06,0600200011693,1693,00000000000000000031
0.12790650129318237,0001,002,06,0600200011104,1104,00000000000000000032
0.1274510262950286,0001,002,06,0600200011068,1068,00000000000000000033
0.12788645405680352,0001,002,06,0600200011706,1706,00000000000000000034
0.1279885470867157,0001,002,06,0600200011689,1689,00000000000000000035
0.12737993683654317,0001,002,06,0600200010708,0708,00000000000000000036
0.12762436270713806,0001,002,06,0600200011458,1458,00000000000000000037
0.12749322926257783,0001,002,06,0600200011570,1570,00000000000000000038
0.12790650129318237,0001,002,06,0600200011585,1585,00000000000000000039
0.12775648170400195,0001,002,06,0600200010290,0290,0000000000000000003a
0.12737956643104553,0001,002,06,0600200010318,0318,0000000000000000003b
0.12739992061201122,0001,002,06,0600200010337,0337,0000000000000000003c
0.12757483608103365,0001,002,06,0600200010407,0407,0000000000000000003d
0.12761526363107242,0001,002,06,060020001052A,052A,0000000000000000003e
0.12737956643104553,0001,002,06,0600200010680,0680,0000000000000000003f
