AREA_GEOGRAFICA ,TEMA,SUBTEMA,VARIABLE,DENOMINACION,VALOR ,UNIDAD_MEDIDA
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Bajo contrato Perennes,Naranja,0.55,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Bajo contrato Perennes,Plátano,0.26,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Bajo contrato Perennes,Uva,6.09,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Amaranto,0.24,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Arroz,17.66,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Calabaza,2.48,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Cebolla,1.35,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Chile,3.66,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Frijol,8.31,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Jitomate (tomate rojo),2.2,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Maíz amarillo,5.17,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Maíz blanco,11.01,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Sorgo grano,22.45,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Soya,59.33,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Anuales",Trigo grano,29.75,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Perennes",Aguacate,2.31,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Perennes",Cacao,7,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Perennes",Caña de azúcar,0.25,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Perennes",Fresa,3.18,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Perennes",Limón,4.91,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Perennes",Manzana,5.71,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Perennes",Naranja,4.7,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Perennes",Plátano,7.17,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,"Comprador o destinatario Bodega, almacén o centro de acopio Perennes",Uva,4.65,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Amaranto,1.17,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Arroz,2.32,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Calabaza,1.8,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Cebolla,1.38,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Chile,3.84,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Frijol,6.26,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Jitomate (tomate rojo),2.73,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Maíz amarillo,6.11,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Maíz blanco,4.13,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Sorgo grano,4.12,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Soya,2.36,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Anuales,Trigo grano,3.05,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Perennes,Aguacate,2.71,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Perennes,Cacao,9.08,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Perennes,Caña de azúcar,0.62,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Perennes,Fresa,1.37,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Perennes,Limón,1.82,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Perennes,Manzana,5.48,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Perennes,Naranja,10.91,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Perennes,Plátano,0.83,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Otro comprador Perennes,Uva,2.82,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con uso de instalaciones,Tipo de instalación Beneficiadora de productos cosechados ,0.31,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con uso de instalaciones,Tipo de instalación Desfibradora o despepitadora,0.59,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con uso de instalaciones,Tipo de instalación Deshidratadora (secadora),0.34,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con uso de instalaciones,Tipo de instalación Empacadora de frutas o verduras,0.37,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con uso de instalaciones,Tipo de instalación Seleccionadora,0.39,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con uso de instalaciones,Tipo de instalación Cuarto frío o cámara frigorífica,0.09,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con uso de instalaciones,Tipo de instalación Bodega o almacén,13.18,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con uso de instalaciones,"Tipo de instalación Graneros, silos o patios para manejo y resguardo de cosecha",22.19,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con uso de instalaciones,Tipo de instalación Otro tipo de instalación,3,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con instalaciones propias,Tipo de instalación Beneficiadora de productos cosechados ,61.81,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con instalaciones propias,Tipo de instalación Desfibradora o despepitadora,70.32,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con instalaciones propias,Tipo de instalación Deshidratadora (secadora),44.02,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con instalaciones propias,Tipo de instalación Empacadora de frutas o verduras,49.03,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con instalaciones propias,Tipo de instalación Seleccionadora,56.58,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con instalaciones propias,Tipo de instalación Cuarto frío o cámara frigorífica,63.32,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con instalaciones propias,Tipo de instalación Bodega o almacén,85.97,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con instalaciones propias,"Tipo de instalación Graneros, silos o patios para manejo y resguardo de cosecha",79.67,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción agrícola por tipo de instalaciones,Unidades de producción agrícola Con instalaciones propias,Tipo de instalación Otro tipo de instalación,40.2,Porcentaje
Nacional,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,8385567,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,6121494,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,6475662,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,13054418,Número de Cabezas
Baja California,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,57518,Número de Cabezas
Baja California,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,151209,Número de Cabezas
Baja California,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,38126,Número de Cabezas
Baja California,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,35729,Número de Cabezas
Baja California Sur,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,43229,Número de Cabezas
Baja California Sur,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,33473,Número de Cabezas
Baja California Sur,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,30059,Número de Cabezas
Baja California Sur,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,48433,Número de Cabezas
Campeche,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,166115,Número de Cabezas
Campeche,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,118839,Número de Cabezas
Campeche,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,105849,Número de Cabezas
Campeche,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,259601,Número de Cabezas
Coahuila de Zaragoza,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,196201,Número de Cabezas
Coahuila de Zaragoza,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,143961,Número de Cabezas
Coahuila de Zaragoza,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,143874,Número de Cabezas
Coahuila de Zaragoza,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,288669,Número de Cabezas
Colima,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,58013,Número de Cabezas
Colima,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,43301,Número de Cabezas
Colima,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,41521,Número de Cabezas
Colima,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,97845,Número de Cabezas
Chiapas,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,509965,Número de Cabezas
Chiapas,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,291511,Número de Cabezas
Chiapas,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,375612,Número de Cabezas
Chiapas,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,894995,Número de Cabezas
Chihuahua,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,432933,Número de Cabezas
Chihuahua,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,240804,Número de Cabezas
Chihuahua,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,339629,Número de Cabezas
Chihuahua,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,832630,Número de Cabezas
Durango,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,446899,Número de Cabezas
Durango,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,327536,Número de Cabezas
Durango,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,385966,Número de Cabezas
Durango,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,770643,Número de Cabezas
Guanajuato,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,273461,Número de Cabezas
Guanajuato,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,241348,Número de Cabezas
Guanajuato,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,352775,Número de Cabezas
Guanajuato,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,273100,Número de Cabezas
Hidalgo,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,131625,Número de Cabezas
Hidalgo,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,126151,Número de Cabezas
Hidalgo,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,150793,Número de Cabezas
Hidalgo,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,115488,Número de Cabezas
Jalisco,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,607810,Número de Cabezas
Jalisco,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,528788,Número de Cabezas
Jalisco,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,683679,Número de Cabezas
Jalisco,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,907685,Número de Cabezas
México,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,142624,Número de Cabezas
México,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,100795,Número de Cabezas
México,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,103051,Número de Cabezas
México,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,237698,Número de Cabezas
Nayarit,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,196537,Número de Cabezas
Nayarit,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,117614,Número de Cabezas
Nayarit,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,113971,Número de Cabezas
Nayarit,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,317170,Número de Cabezas
Nuevo León,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,178639,Número de Cabezas
Nuevo León,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,133351,Número de Cabezas
Nuevo León,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,142613,Número de Cabezas
Nuevo León,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,232918,Número de Cabezas
Oaxaca,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,328991,Número de Cabezas
Oaxaca,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,228150,Número de Cabezas
Oaxaca,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,246104,Número de Cabezas
Oaxaca,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,660934,Número de Cabezas
Puebla,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,155102,Número de Cabezas
Puebla,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,109502,Número de Cabezas
Puebla,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,75162,Número de Cabezas
Puebla,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,125424,Número de Cabezas
Querétaro,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,120443,Número de Cabezas
Querétaro,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,63457,Número de Cabezas
Querétaro,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,59680,Número de Cabezas
Querétaro,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,89937,Número de Cabezas
Quintana Roo,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,23517,Número de Cabezas
Quintana Roo,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,13069,Número de Cabezas
