AREA_GEOGRAFICA ,TEMA,SUBTEMA,VARIABLE,DENOMINACION,VALOR ,UNIDAD_MEDIDA
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,Total de mano de obra,83.2,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,Total de mano de obra,16.74,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,Total de mano de obra,0.06,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,Dependiente de la razón social Mano de obra no remunerada,69.65,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,Dependiente de la razón social Mano de obra no remunerada,30.35,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,Dependiente de la razón social Mano de obra no remunerada,,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,Dependiente de la razón social Mano de obra no remunerada Familiares del productor,69.52,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,Dependiente de la razón social Mano de obra no remunerada Familiares del productor,30.48,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,Dependiente de la razón social Mano de obra no remunerada Familiares del productor,,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,"Dependiente de la razón social Mano de obra no remunerada Practicantes, becarios o prestadores de servicios",75.57,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,"Dependiente de la razón social Mano de obra no remunerada Practicantes, becarios o prestadores de servicios",24.43,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,"Dependiente de la razón social Mano de obra no remunerada Practicantes, becarios o prestadores de servicios",,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,Dependiente de la razón social Mano de obra remunerada,87.55,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,Dependiente de la razón social Mano de obra remunerada,12.45,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,Dependiente de la razón social Mano de obra remunerada,,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,Dependiente de la razón social Mano de obra remunerada Permanente,89.91,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,Dependiente de la razón social Mano de obra remunerada Permanente,10.09,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,Dependiente de la razón social Mano de obra remunerada Permanente,,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,Dependiente de la razón social Mano de obra remunerada Eventual,92.77,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,Dependiente de la razón social Mano de obra remunerada Eventual,7.23,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,Dependiente de la razón social Mano de obra remunerada Eventual,,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,Dependiente de la razón social Mano de obra remunerada Jornaleros,86.73,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,Dependiente de la razón social Mano de obra remunerada Jornaleros,13.27,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,Dependiente de la razón social Mano de obra remunerada Jornaleros,,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,Dependiente de otra razón social,97.27,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,Dependiente de otra razón social,2.73,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,Dependiente de otra razón social,,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Hombres,Productoras(es) que participaron en las labores agropecuarias,85.14,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo Mujeres,Productoras(es) que participaron en las labores agropecuarias,14.34,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de mano de obra empleada en las actividades agropecuarias según sexo,Sexo No especificado,Productoras(es) que participaron en las labores agropecuarias,0.52,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Hombres,Unidades de producción con jornaleros,99.2,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Mujeres,Unidades de producción con jornaleros,16.6,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Hombres,Lugar de procedencia de los jornaleros Los alrededores o zonas cercanas,99.19,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Mujeres,Lugar de procedencia de los jornaleros Los alrededores o zonas cercanas,16.36,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Hombres,Lugar de procedencia de los jornaleros Otras partes del mismo estado,99.7,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Mujeres,Lugar de procedencia de los jornaleros Otras partes del mismo estado,24.44,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Hombres,Lugar de procedencia de los jornaleros De otro estado,99.98,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Mujeres,Lugar de procedencia de los jornaleros De otro estado,29.01,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Hombres,Lugar de procedencia de los jornaleros De otro país,100,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Mujeres,Lugar de procedencia de los jornaleros De otro país,69.27,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Hombres,Promedio de días contratados,20.67,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Mujeres,Promedio de días contratados,22.74,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Hombres,Promedio de horas del jornal,7.16,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Mujeres,Promedio de horas del jornal,7.47,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Hombres,Promedio del pago por jornal (pesos),178.38,Porcentaje
Nacional,Mano de obra y remuneraciones,Porcentaje de unidades de producción con jornaleros empleados en las actividades agropecuarias,Sexo Mujeres,Promedio del pago por jornal (pesos),163.97,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Disminución del consumo de energía eléctrica,14.2,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,"Uso de energías alternativas (solar, eólica, hídrica)",2.94,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Disminución del consumo de agua,20.69,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Tratamiento de excretas o aguas residuales,1.59,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Verificación vehicular,14.58,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Disposición de un lugar para guardado de empaques y envases de agroquímicos o productos biológicos,22.2,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Plantación o conservación de cercos vivos para disminuir la erosión,28.48,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Producción de composta con residuos orgánicos,6.71,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Prevención de incendios,32.46,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Monitoreo de plagas y enfermedades,24.63,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Aplicación de obras de conservación y restauración de suelos,8.11,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Recepción de capacitación ambiental,2.95,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Captación de agua,11.09,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción según acciones realizadas,Acciones para protección del medio ambiente,Otra acción,0.28,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de empaques ,Tipo de material,Unidades de producción con separación de empaques de agroquímicos ,53.84,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de empaques ,Tipo de material,Con separación de residuos de: Papel y cartón ,3.64,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de empaques ,Tipo de material,Con separación de residuos de: Madera,0.26,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de empaques ,Tipo de material,Con separación de residuos de: Plástico,94.57,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de empaques ,Tipo de material,Con separación de residuos de: Metal,0.38,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de empaques ,Tipo de material,Con separación de residuos de: Vidrio,1.15,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Unidades de producción con separación de empaques de agroquímicos ,53.84,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Tirados en alguna barranca,0.64,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Tirados en algún río o lago,0.04,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Tirados en algún contenedor,15.95,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Tirados en el relleno sanitario,3.59,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Entregados a empresa de manejo de residuos peligrosos,2.22,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Dejados en el terreno,4.17,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Guardados en la vivienda,4.08,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Quemados,36.16,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Reciclados,15.05,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Entregados a un centro de acopio,11.33,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Vendidos,3.16,Porcentaje
Nacional,Medio ambiente,Porcentaje de unidades de producción con separación de residuos ,Destino final de los residuos,Destino de los residuos: Tirados en cualquier otro lugar,3.6,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Altos costos de insumos y servicios,73.85,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Falta de capacitación y asistencia técnica,30.83,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Pérdida de fertilidad del suelo,27.87,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Infraestructura insuficiente para la producción,20.83,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Dificultades en la comercialización Debido al intermediarismo,24.26,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Dificultades en la comercialización Debido a precios bajos,33.08,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,"Vejez, enfermedad o invalidez del productor",19.45,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Falta de organización para la producción,10.19,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,De acceso al crédito,9.9,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Falta de documentación para acreditar la posesión de la tierra,3.93,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Litigio o invasión de la tierra,2.3,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Inseguridad,19.65,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Falta de información de los precios de los productos,10.86,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Dificultades para exportar Por mejor precio en el mercado local,12.56,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Dificultades para exportar Debido a desconocimiento de los trámites,8.82,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Dificultades para exportar Estrictos requerimientos técnicos y fitosanitarios,10.44,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Dificultades en transporte de la producción,12.16,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Dificultades en almacenamiento,8.23,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Falta de drenaje en los terrenos,4.73,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción por tipo de problema presentado,Tipo de problema presentado,Otro problema,2.8,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores climáticos,85.29,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores climáticos Sequías,85.56,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores climáticos Humedad excesiva,13.05,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores climáticos Inundaciones,7.77,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores climáticos Heladas,16.51,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores climáticos Bajas temperaturas,16.25,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores climáticos Vientos,36.8,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores climáticos Granizo,21.11,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores biológicos,48.15,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores biológicos Plagas,93.78,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Factores biológicos Enfermedades,40.03,Porcentaje
Nacional,Problemática,Porcentaje de unidades de producción con pérdidas agrícolas y pecuarias ,Factores que ocasionaron pérdidas,Incendios naturales,2.65,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Nacional Unidades de producción con solicitud de crédito o préstamo,Unidades de producción con solicitud de crédito o préstamo,9.37,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Nacional Unidades de producción con crédito o préstamo obtenido,Unidades de producción con crédito o préstamo obtenido,8.44,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Caja de ahorro o cooperativa de ahorro y préstamo,Caja de ahorro o cooperativa de ahorro y préstamo,26.02,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,"Fuente del crédito o préstamo Fuente financiera Financiera nacional de desarrollo agropecuario, rural, forestal y 
pesquero","Financiera nacional de desarrollo agropecuario, rural, forestal y 
pesquero ",16.93,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Unión de crédito,Unión de crédito,2.53,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Casa de empeño o prestamista,Casa de empeño o prestamista,2.94,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Banco,Banco,11.37,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera SOFOL o SOFOM,SOFOL o SOFOM,1.54,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Empresa o persona que comprará la producción,Empresa o persona que comprará la producción,20.48,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Empresa o persona que provee los insumos,Empresa o persona que provee los insumos,15.95,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Familiares que viven en el país,Familiares que viven en el país,6.83,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Familiares que viven en el extranjero,Familiares que viven en el extranjero,2.49,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Amigos o conocidos,Amigos o conocidos,5.81,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Crédito ganadero a la palabra,Crédito ganadero a la palabra,0.69,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo ,Fuente del crédito o préstamo Fuente financiera Otra fuente ,Otra fuente ,5.51,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para las actividades agropecuarias,Actividad para la que se solicitó el crédito o préstamo Nacional Unidades de producción con crédito o préstamo obtenido,Unidades de producción con crédito o préstamo obtenido,8.44,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para las actividades agropecuarias,Actividad para la que se solicitó el crédito o préstamo Actividad para la que se solicitó el crédito o préstamo Agrícola,Agrícola,94.89,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para las actividades agropecuarias,Actividad para la que se solicitó el crédito o préstamo Actividad para la que se solicitó el crédito o préstamo Ganadera,Ganadera,10.24,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para las actividades agropecuarias,Actividad para la que se solicitó el crédito o préstamo Actividad para la que se solicitó el crédito o préstamo Forestal,Forestal,0.3,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para las actividades agropecuarias,Actividad para la que se solicitó el crédito o préstamo Actividad para la que se solicitó el crédito o préstamo Otra,Otra,1.11,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para actividades agropecuarias por uso del crédito,Uso del crédito Nacional Unidades de producción con crédito o préstamo obtenido,Unidades de producción con crédito o préstamo obtenido,8.44,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para actividades agropecuarias por uso del crédito,Uso del crédito  Uso del crédito Compra de materiales o de materias primas,Compra de materiales o de materias primas,87.08,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para actividades agropecuarias por uso del crédito,"Uso del crédito  Uso del crédito Pago de sueldos, salarios o jornales","Pago de sueldos, salarios o jornales",41.72,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para actividades agropecuarias por uso del crédito,Uso del crédito  Uso del crédito Compra de maquinaria o equipo,Compra de maquinaria o equipo,5.08,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para actividades agropecuarias por uso del crédito,Uso del crédito  Uso del crédito Compra de animales de trabajo,Compra de animales de trabajo,0.58,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para actividades agropecuarias por uso del crédito,Uso del crédito  Uso del crédito Compra de ganado o pie de cría,Compra de ganado o pie de cría,3.37,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que obtuvieron crédito o préstamo para actividades agropecuarias por uso del crédito,Uso del crédito  Uso del crédito Otro uso,Otro uso,1.67,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Nacional Unidades de producción con solicitud de crédito o préstamo,Unidades de producción con solicitud de crédito o préstamo,9.37,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Nacional Unidades de producción con solicitud de crédito o préstamo Unidades de producción que no obtuvieron el crédito o préstamo solicitado,Unidades de producción que no obtuvieron el crédito o préstamo solicitado,9.92,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Causas por las que no se obtuvo el crédito Problemas con el buró de crédito,Problemas con el buró de crédito,1.89,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Causas por las que no se obtuvo el crédito Falta de fiador o aval,Falta de fiador o aval,7.56,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Causas por las que no se obtuvo el crédito No poder comprobar ingresos,No poder comprobar ingresos,20.13,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Causas por las que no se obtuvo el crédito Falta de documentación solicitada,Falta de documentación solicitada,10.99,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Causas por las que no se obtuvo el crédito Rechazo por elevada tasa de interés,Rechazo por elevada tasa de interés,13.14,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Causas por las que no se obtuvo el crédito Falta de garantías,Falta de garantías,11.89,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Causas por las que no se obtuvo el crédito No lo necesitó,No lo necesitó,0.51,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción que solicitaron crédito o préstamo para actividades agropecuarias sin obtenerlo según causas,Causas por las que no se otorgó Causas por las que no se obtuvo el crédito Otra causa,Otra causa,33.88,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción sin solicitud de crédito para las actividades agropecuarias según causas ,Causas por las que no se solicitó el crédito Nacional Unidades de producción con solicitud de crédito o préstamo,Unidades de producción con solicitud de crédito o préstamo,9.37,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción sin solicitud de crédito para las actividades agropecuarias según causas ,Causas por las que no se solicitó el crédito Nacional Unidades de producción que no solicitaron crédito o préstamo,Unidades de producción que no solicitaron crédito o préstamo,90.63,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción sin solicitud de crédito para las actividades agropecuarias según causas ,Causas por las que no se solicitó el crédito Desinterés en solicitarlo,Desinterés en solicitarlo,18.66,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción sin solicitud de crédito para las actividades agropecuarias según causas ,Causas por las que no se solicitó el crédito Altas tasas de interés,Altas tasas de interés,21.56,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción sin solicitud de crédito para las actividades agropecuarias según causas ,Causas por las que no se solicitó el crédito Desconfianza en los bancos,Desconfianza en los bancos,3.32,Porcentaje
