system:index,CVEGEO,CVE_AGEB,CVE_ENT,CVE_LOC,CVE_MUN,mean,.geo
000000000000000000e2,0600700010511,0511,06,0001,007,1.6738886443804152E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.39947485312537,19.11342505168252],[-104.39947041271185,19.113151220262193],[-104.39943027137966,19.112763552730932],[-104.39926082534598,19.112409632267607],[-104.3990913795076,19.11202204762884],[-104.3990199778606,19.11185346386159],[-104.39901553746083,19.111714465760407],[-104.39910922992478,19.111524884916957],[-104.39919839323503,19.111402637271116],[-104.39924297491041,19.111314228053203],[-104.39922956488313,19.11120889775821],[-104.39913596115055,19.111078221966256],[-104.39898880625694,19.11087605568558],[-104.39890852386652,19.110745384723813],[-104.39889067347372,19.110534720446612],[-104.39887735228648,19.110214555034876],[-104.39886838268775,19.109949057907194],[-104.39888179268209,19.109717307695934],[-104.3989442246586,19.109536146494264],[-104.3989798366514,19.109354989269455],[-104.3990735290926,19.109165410281566],[-104.39916269238118,19.10895891638021],[-104.3992385345039,19.108693506210013],[-104.39928311619146,19.108499677814187],[-104.39931428785754,19.108280603790494],[-104.3993009666319,19.108145767238614],[-104.39928311619146,19.10790976826346],[-104.39929643741547,19.10768644254232],[-104.39934110792879,19.107442112520438],[-104.39937227960716,19.10717245543655],[-104.39938568964747,19.106936455083712],[-104.39938116042843,19.10670896648719],[-104.39935886956808,19.106439303207427],[-104.39931428785754,19.10616538616545],[-104.39924297491041,19.105849386542747],[-104.39914928236122,19.105461813384437],[-104.39907796949414,19.105107809786624],[-104.39909581990969,19.1048086493484],[-104.39918054280702,19.104231418551674],[-104.39908693910566,19.10418082589449],[-104.39892637426148,19.104180906595143],[-104.39882380112593,19.104273563271256],[-104.3986944969116,19.10440838397551],[-104.39852949211094,19.104551620314506],[-104.39850720137973,19.104631701702765],[-104.39837345706349,19.105091018046537],[-104.39856963319718,19.10564293580623],[-104.39879706995691,19.10648568612331],[-104.39889067347372,19.106974435337293],[-104.39884165151061,19.10776233412573],[-104.39864547501391,19.108541811076904],[-104.39843588882411,19.10921170785009],[-104.39812373028609,19.109784774163575],[-104.39773581983167,19.110425161413005],[-104.39720519764234,19.111238382465384],[-104.39669677901539,19.11197569332461],[-104.39568909405436,19.11309638483014],[-104.39492651904438,19.113863274625377],[-104.39394113625913,19.11461321967333],[-104.39283081244118,19.115396828530404],[-104.39188540536715,19.115940369617935],[-104.39064579995939,19.11656813060299],[-104.38963806770657,19.1169641477821],[-104.38820222992098,19.117495055026676],[-104.38826021728404,19.117688812905982],[-104.38835381408687,19.118110176099933],[-104.38895580102205,19.11818180935628],[-104.38965147685839,19.11847253508238],[-104.38996805752049,19.118813733249585],[-104.39081523605792,19.119942918606625],[-104.3909178036025,19.120077675083],[-104.39102037121874,19.12021252003738],[-104.39117648726044,19.120435781251015],[-104.39129237555571,19.120608549200764],[-104.3909757920382,19.120852870039528],[-104.39081976501294,19.12097511641693],[-104.39076177663885,19.1210214489414],[-104.39046748377335,19.121248938837297],[-104.3901909520287,19.121379514146636],[-104.38949092232629,19.121939911055065],[-104.38924565075285,19.122188492096484],[-104.38886220383537,19.122571811787797],[-104.38916537368678,19.1228878524875],[-104.38933036796978,19.12305211669903],[-104.3892813491968,19.123064780126494],[-104.3891832228979,19.122988939001164],[-104.388946920831,19.123106929310314],[-104.38899593949229,19.123224854483695],[-104.3890316378755,19.12329652783469],[-104.38927238018394,19.12366722698012],[-104.38931704764941,19.123730391646177],[-104.38925905986886,19.124071656577165],[-104.38920107211119,19.12416857733725],[-104.38929919842202,19.124261251298407],[-104.38949980255023,19.124459276785856],[-104.3896023691759,19.124560368699424],[-104.38963362759034,19.124589868969764],[-104.38965147685839,19.12461511846116],[-104.38978965335514,19.12473730272889],[-104.3898699307626,19.124808979179978],[-104.38998137789991,19.124779485539037],[-104.39007062447327,19.124749983125987],[-104.39072607783494,19.124299162212807],[-104.39098023219502,19.124092751308726],[-104.39105162993506,19.124012661505937],[-104.39117648726044,19.123865246731803],[-104.39133251466474,19.123705168079223],[-104.39164909895132,19.123338582436496],[-104.3919166642676,19.12302683201958],[-104.39199694283793,19.122946834513908],[-104.39250081619399,19.122420169599838],[-104.39263899537195,19.12227276070849],[-104.39321426972212,19.12301847183881],[-104.39388314665261,19.123882103490796],[-104.39418188661608,19.12416012047037],[-104.39456534742385,19.124421394896014],[-104.39529666093293,19.124792085019447],[-104.39597442795954,19.12514602848799],[-104.39664775778398,19.1254998775279],[-104.39710706604986,19.125542050427406],[-104.39771796958127,19.125504136044327],[-104.397753581277,19.12491854443948],[-104.39784283257227,19.12380201052187],[-104.39801671734098,19.122154734797352],[-104.39806129865802,19.12163656329203],[-104.39808802969324,19.121324811710245],[-104.39810587998858,19.120996136318315],[-104.39811928991335,19.120747546312966],[-104.39804788873852,19.120646466599936],[-104.39792755474747,19.12050320703023],[-104.39781157241094,19.120322038806247],[-104.39729880014545,19.119622683913832],[-104.39703575417353,19.11926875056624],[-104.39701790400817,19.11924350257898],[-104.39696435352505,19.119176086190237],[-104.3970089345229,19.119150839766874],[-104.39756637575114,19.11881801404659],[-104.39783386303665,19.11862418862342],[-104.39791414484017,19.11838827148395],[-104.39791414484017,19.118303932887297],[-104.39793199511439,19.11811434768539],[-104.39786512320273,19.118110180883452],[-104.39787400393294,19.118055434924752],[-104.3977892817886,19.11800059466084],[-104.39762427800407,19.11779417424321],[-104.39756637575114,19.11771833336887],[-104.39752623493888,19.11766774739491],[-104.39736123144964,19.117478158778653],[-104.39729880014545,19.117452908577942],[-104.39720519764234,19.117495071630078],[-104.3970312250269,19.11727173303926],[-104.397111506392,19.11717065223807],[-104.39724977871323,19.116943152576496],[-104.39733450054659,19.11661448385174],[-104.39789185420229,19.115953000497296],[-104.39838677820505,19.115405266625206],[-104.39859636432483,19.115198858047627],[-104.3987033776919,19.115093528455276],[-104.39910922992478,19.11472695071899],[-104.39946588349018,19.114423636600954],[-104.39928755659933,19.11395596337355],[-104.3993009666319,19.113736879244758],[-104.39947485312537,19.11342505168252]]]}"
000000000000000000e3,0600700010704,0704,06,0001,007,1.615874695878332E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.2900797458295,19.076698076985604],[-104.29010645707855,19.076567397594136],[-104.29024471671224,19.075791965822592],[-104.29028482800425,19.075539098683645],[-104.29051227343894,19.074304374222976],[-104.29053454766967,19.07405991202958],[-104.29093140226769,19.07183474194114],[-104.2918499757506,19.066933440831512],[-104.29160469094593,19.06693341586876],[-104.29158685368076,19.067182042560177],[-104.29120339738269,19.066874417513596],[-104.29098047671556,19.066802718750314],[-104.29098047671556,19.066288599289546],[-104.29104286252053,19.066162119118776],[-104.29114544862527,19.066128442703214],[-104.29118556016698,19.066044120812062],[-104.29112761141673,19.065989397758674],[-104.29113204853307,19.065841866685968],[-104.29128370925176,19.06568169399006],[-104.29131485784502,19.065407742015488],[-104.29172955186365,19.06466181636475],[-104.2920193857951,19.064552184619167],[-104.29204618614509,19.06463647162306],[-104.29224683395613,19.06467864229622],[-104.29256790652968,19.06247864529816],[-104.29306282825172,19.059916141583034],[-104.29327244057959,19.0585632665388],[-104.29306735417093,19.05858435476636],[-104.29167160289555,19.058917303608723],[-104.29097151375007,19.059102778354877],[-104.29069064486491,19.05924182421903],[-104.29061929626813,19.059275522687084],[-104.29057465904202,19.05929666524368],[-104.29047659918011,19.059267158677073],[-104.29043196199801,19.059254452467506],[-104.29037401354957,19.059587394298088],[-104.29028926509476,19.06006368698539],[-104.29026255381196,19.060219613100642],[-104.29025359089093,19.060266040278897],[-104.29024471671224,19.060308118620615],[-104.29011985707578,19.061045686209706],[-104.28994592343344,19.06205719733966],[-104.28984333817915,19.062588239925038],[-104.28983002694906,19.062659908848627],[-104.28980766408527,19.062756834517156],[-104.28974971588687,19.063102451714386],[-104.28969176771166,19.063464905304087],[-104.28962938248927,19.06386527908714],[-104.28924584263768,19.06524763682994],[-104.28871526014645,19.06570281642178],[-104.28783229142375,19.066372851558704],[-104.28732842485374,19.06675637116561],[-104.286980653231,19.067152517907132],[-104.28670414033549,19.067561405230013],[-104.2863964804278,19.06804177126298],[-104.28619584073103,19.068454796413416],[-104.28615120486994,19.068543374008726],[-104.28593272894554,19.06902373033695],[-104.28566074374137,19.06955056327829],[-104.2854288689942,19.070081598562226],[-104.28519699461887,19.07066314462809],[-104.28500523044323,19.071126783808314],[-104.28470201106958,19.071817886117262],[-104.28454148342337,19.072614386618255],[-104.2845058106373,19.072808243397862],[-104.2845370465092,19.073811291888926],[-104.28459499261896,19.0744350107011],[-104.2848313916903,19.074974425398562],[-104.28493841031593,19.07524833491624],[-104.28528617702692,19.07582143674693],[-104.28592385503195,19.076828631795653],[-104.28616016753676,19.076904507895893],[-104.28634740753506,19.077035196728396],[-104.28655257315754,19.077224821659076],[-104.28674433938534,19.077241638725493],[-104.28692270616514,19.077191099303867],[-104.28701632662765,19.077085727679126],[-104.28721696746281,19.076820230328334],[-104.2874220455789,19.076483138556448],[-104.28741317157392,19.076849724011097],[-104.28740420882943,19.07746080340029],[-104.28739533482553,19.077663098902097],[-104.28749791834375,19.07817297979909],[-104.28759153917862,19.078497475729353],[-104.28783681717935,19.078341536577422],[-104.28826933808264,19.07802970450038],[-104.28853689115596,19.07783585833193],[-104.2892592425552,19.077296437939804],[-104.2900797458295,19.076698076985604]]]}"
000000000000000000e4,0600700010738,0738,06,0001,007,1.6843710645004392E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.38835381408687,19.118110176099933],[-104.38813092236808,19.11811440438186],[-104.38612873054028,19.118754760916854],[-104.38462153244197,19.119272979585993],[-104.38405082051253,19.11946259749067],[-104.38323476047839,19.119736449309475],[-104.38228950401438,19.120069279455045],[-104.38174100054403,19.12023781636033],[-104.38107209015216,19.120296744731174],[-104.3808402409993,19.12031788891349],[-104.38060839221305,19.12093714814201],[-104.38057713572147,19.121244755335717],[-104.38052368003255,19.12165760547707],[-104.3803988317719,19.122175793113165],[-104.38039430313856,19.122361231579838],[-104.3803408475163,19.122702408201],[-104.38023828736536,19.12287516051864],[-104.38029174295023,19.123001599252273],[-104.38053255971374,19.123224890178715],[-104.38060839221305,19.123384991761384],[-104.38058610420275,19.123700926252933],[-104.38068866459699,19.124012711501237],[-104.38063955991443,19.124096966369272],[-104.38051471155508,19.12415595766573],[-104.38034972718641,19.12423177821836],[-104.38033640768143,19.124337114476997],[-104.38047910404107,19.12455614300469],[-104.38047457540526,19.124627823381182],[-104.38040327160864,19.1246825653705],[-104.3801714235134,19.12465303437014],[-104.37986374363146,19.12461516827708],[-104.37952924793834,19.1246025536256],[-104.37915470601598,19.124682600062254],[-104.37887828439072,19.124695233059512],[-104.37859733470894,19.124712034655367],[-104.37853047160546,19.124754197290446],[-104.37848580742451,19.124867957594226],[-104.37848136764583,19.12494379551177],[-104.37849477577784,19.12501538199591],[-104.37850365533613,19.1250828093428],[-104.37857504700438,19.125028060701847],[-104.37869989371177,19.12497748694307],[-104.37882918031458,19.124977504676593],[-104.37899416297198,19.124948021582682],[-104.3791056906432,19.12501536529055],[-104.37924385720706,19.125141816035576],[-104.37934197685753,19.125179745850406],[-104.37947135282283,19.125158669606673],[-104.3797076396266,19.125036435375474],[-104.37984145573436,19.125006944167062],[-104.37997074334402,19.124985874664524],[-104.38010003106768,19.12499856078307],[-104.3802248790739,19.12498590583148],[-104.38030959108174,19.125015419130683],[-104.38037201516077,19.125099682631586],[-104.38047013556634,19.125280785325184],[-104.38059054404516,19.125365053720643],[-104.38075996853239,19.125424079622196],[-104.38088037724923,19.125403005201115],[-104.38097405814084,19.125327172507532],[-104.38103195384976,19.125226006100167],[-104.38111675512108,19.125179672381183],[-104.38119693898612,19.125146020171467],[-104.38130846833307,19.125137610995885],[-104.38143775723637,19.12512912110581],[-104.38162503099419,19.12507855207926],[-104.38168745563327,19.125015388890596],[-104.38199069945729,19.12489740640886],[-104.38205756413889,19.124808995027212],[-104.38213783731615,19.12460673540789],[-104.38253023526087,19.124707863964808],[-104.38255705226668,19.124712025700845],[-104.38288249744659,19.125209179811158],[-104.38319018366279,19.12556731650789],[-104.38326601753644,19.12563049070335],[-104.3834087167469,19.125655753107207],[-104.38345773355815,19.125626257421974],[-104.38349343059403,19.125251317164253],[-104.38378770947457,19.125188087410493],[-104.38402409203253,19.125095432398023],[-104.3841935204865,19.124745758459113],[-104.38430052335829,19.124606761425593],[-104.38446107221192,19.124518266134224],[-104.38474194432922,19.124901650518936],[-104.3850362257144,19.12518394428678],[-104.3852592015324,19.125344054111714],[-104.38537517395561,19.125297636103912],[-104.38560259028289,19.125070139080254],[-104.38592813101961,19.125044912493767],[-104.38623129481019,19.124741587760347],[-104.38679757519097,19.124669958088965],[-104.38714984762335,19.124800572991177],[-104.38765823320163,19.12457725525576],[-104.38819778984818,19.124404530112916],[-104.38838507223545,19.124286533592617],[-104.38858567511447,19.124214966189257],[-104.38871505923278,19.12422338533187],[-104.38895136092646,19.124244399467422],[-104.38912523517021,19.12418966088656],[-104.38920107211119,19.12416857733725],[-104.38925905986886,19.124071656577165],[-104.38931704764941,19.123730391646177],[-104.38927238018394,19.12366722698012],[-104.3890316378755,19.12329652783469],[-104.38899593949229,19.123224854483695],[-104.388946920831,19.123106929310314],[-104.3891832228979,19.122988939001164],[-104.3892813491968,19.123064780126494],[-104.38933036796978,19.12305211669903],[-104.38916537368678,19.1228878524875],[-104.38886220383537,19.122571811787797],[-104.38924565075285,19.122188492096484],[-104.38949092232629,19.121939911055065],[-104.3901909520287,19.121379514146636],[-104.39046748377335,19.121248938837297],[-104.39076177663885,19.1210214489414],[-104.39081976501294,19.12097511641693],[-104.3909757920382,19.120852870039528],[-104.39129237555571,19.120608549200764],[-104.39117648726044,19.120435781251015],[-104.39102037121874,19.12021252003738],[-104.3909178036025,19.120077675083],[-104.39081523605792,19.119942918606625],[-104.38996805752049,19.118813733249585],[-104.38965147685839,19.11847253508238],[-104.38895580102205,19.11818180935628],[-104.38835381408687,19.118110176099933]]]}"
000000000000000000e5,0600700011492,1492,06,0001,007,1.69040829942795E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.34859645104146,19.12919459836749],[-104.3482620268499,19.1285458028187],[-104.34790532039395,19.127972846801796],[-104.34789191506628,19.127854908118312],[-104.34793213105296,19.127614786450298],[-104.34800785787473,19.127248245379228],[-104.3481104842047,19.12685644817914],[-104.34823530490746,19.126456248547527],[-104.34824418262866,19.126254052515613],[-104.34827099334994,19.126064436536037],[-104.34808820114596,19.12603496145216],[-104.34770024564857,19.125971756632484],[-104.34699118640167,19.125853784957613],[-104.34598792716491,19.125697873723492],[-104.34594336169918,19.126093934921155],[-104.3458853911038,19.126506741547345],[-104.34582742053146,19.12690705498489],[-104.3457872939007,19.12729036112569],[-104.34563566505048,19.127492608187822],[-104.34526999870003,19.127412570672252],[-104.34533693537055,19.126999672725415],[-104.34538593942469,19.12660786609562],[-104.3454394710461,19.126216055953584],[-104.34494002089392,19.126102303612466],[-104.34480179796697,19.12607284060866],[-104.34434247622073,19.125959099213514],[-104.34427119004151,19.12594648896049],[-104.34366920938722,19.12619927005101],[-104.34362908335024,19.126603666466952],[-104.34356658618192,19.12704182208587],[-104.34350870530558,19.127467296262754],[-104.34345073567793,19.127854941989956],[-104.3434016434998,19.128259341452818],[-104.34335255133821,19.128621652040128],[-104.34329910925703,19.128988206233174],[-104.3433392352032,19.12899663745424],[-104.34438260245399,19.129236749486033],[-104.3454126608452,19.129455843641612],[-104.34538150065099,19.130037192886448],[-104.34534137414289,19.130500605483512],[-104.34533240782291,19.130673305739673],[-104.34602805385087,19.13079127410715],[-104.34610386846022,19.131305228016522],[-104.3472810418061,19.130976659345315],[-104.34758874192528,19.131166280246056],[-104.34818629989621,19.13008356617404],[-104.34844934691587,19.129535869985183],[-104.34859645104146,19.12919459836749]]]}"
000000000000000000e6,060070001087A,087A,06,0001,007,1.5949843339823716E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.2848313916903,19.074974425398562],[-104.28459499261896,19.0744350107011],[-104.2845370465092,19.073811291888926],[-104.2845058106373,19.072808243397862],[-104.28454148342337,19.072614386618255],[-104.28470201106958,19.071817886117262],[-104.28500523044323,19.071126783808314],[-104.28519699461887,19.07066314462809],[-104.2854288689942,19.070081598562226],[-104.28566074374137,19.06955056327829],[-104.28593272894554,19.06902373033695],[-104.28500975611036,19.068610787151762],[-104.28450137372424,19.068378978859677],[-104.28397071990267,19.068134563847504],[-104.28345346740866,19.067898485996817],[-104.28344903052788,19.067898480317815],[-104.28296301543253,19.06766667940455],[-104.2824636026825,19.0674265365113],[-104.28215586306263,19.067283245268253],[-104.28210235476999,19.067367468913446],[-104.28191512027014,19.06781001166899],[-104.28185264966633,19.06812613314955],[-104.28184377600321,19.06848429866834],[-104.28182141437456,19.069078528909806],[-104.28182141437456,19.069639101326377],[-104.28177686860082,19.070224886618607],[-104.28172336044852,19.07044823583334],[-104.28166088992761,19.07063790736559],[-104.28178574225984,19.070608420646916],[-104.28193295634237,19.07051567773076],[-104.2821157540255,19.070532500419283],[-104.28217822474303,19.070536716882145],[-104.28243236725868,19.07063370926503],[-104.28262856487653,19.07075590344881],[-104.28274898118549,19.07083177247027],[-104.28301199843911,19.070991868048566],[-104.28336428613126,19.071185795742444],[-104.2830967426292,19.0722898723466],[-104.28275341804478,19.073613207313098],[-104.28267311091282,19.074081027245068],[-104.28342675738847,19.07447290749223],[-104.28364079263918,19.074574023740045],[-104.28400639255669,19.074700528157525],[-104.28446126403622,19.074928032491076],[-104.2846975741505,19.074970238835263],[-104.2848313916903,19.074974425398562]]]}"
000000000000000000e7,0600700010884,0884,06,0001,007,1.599815241082518E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.28215586306263,19.067283245268253],[-104.2824636026825,19.0674265365113],[-104.28296301543253,19.06766667940455],[-104.28344903052788,19.067898480317815],[-104.28345346740866,19.067898485996817],[-104.28397071990267,19.068134563847504],[-104.28450137372424,19.068378978859677],[-104.28500975611036,19.068610787151762],[-104.28593272894554,19.06902373033695],[-104.28615120486994,19.068543374008726],[-104.28619584073103,19.068454796413416],[-104.2863964804278,19.06804177126298],[-104.28670414033549,19.067561405230013],[-104.286980653231,19.067152517907132],[-104.28732842485374,19.06675637116561],[-104.28783229142375,19.066372851558704],[-104.28871526014645,19.06570281642178],[-104.28924584263768,19.06524763682994],[-104.28962938248927,19.06386527908714],[-104.28969176771166,19.063464905304087],[-104.28964721951313,19.063498624200673],[-104.28939297557483,19.063675632595572],[-104.28916109484375,19.063835730217885],[-104.28899612519669,19.063928450764983],[-104.28871526014645,19.06405066402783],[-104.28849669160789,19.064118091157923],[-104.28822922734948,19.064185552140774],[-104.28801518530652,19.064248812706623],[-104.2878234173936,19.06429933411398],[-104.28752906612189,19.064375199587634],[-104.28691818043815,19.06455224406326],[-104.28686919610809,19.064569032290905],[-104.28649906323746,19.064716603968577],[-104.28601303788832,19.064965264884805],[-104.2853843221087,19.065285575675354],[-104.28484026553684,19.06554686095338],[-104.28472881006383,19.06560586537022],[-104.28379688239376,19.06609896613397],[-104.28375668416341,19.06611577221779],[-104.28314581441852,19.06641925882812],[-104.28250371181616,19.066840662589232],[-104.2823163880594,19.067038815550315],[-104.28215586306263,19.067283245268253]]]}"
000000000000000000e8,0600700010899,0899,06,0001,007,1.705239978679607E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.33859921228665,19.11118362694298],[-104.338487715523,19.1110782294752],[-104.33811318999646,19.111427981693847],[-104.3378099484172,19.111731338278314],[-104.33741749296605,19.112072584880554],[-104.33713662298688,19.112329603503763],[-104.33667732539504,19.1127635916052],[-104.33642761511642,19.11297845058636],[-104.33612881553755,19.113260723027594],[-104.3365658301022,19.1136272959467],[-104.33669072969157,19.113728445404004],[-104.3369894416527,19.11397702807055],[-104.33675313514131,19.11435617159143],[-104.33658367289414,19.114625826702238],[-104.33617790526586,19.1152831334554],[-104.33573201490526,19.116007767522202],[-104.33549562166434,19.116526037124878],[-104.33536637340043,19.117014746128284],[-104.33521475539091,19.117524541824853],[-104.3349249239794,19.118135472759874],[-104.33532624964953,19.118362917932952],[-104.33574985759505,19.118607296008168],[-104.33586579074708,19.11866626780402],[-104.3362358720007,19.11840510887468],[-104.33633396277605,19.118164929574686],[-104.33636520980615,19.11809334331041],[-104.33650786323606,19.117503445236068],[-104.33664163979044,19.117056910418718],[-104.33678429349106,19.11661029459958],[-104.33698500313467,19.116108935936744],[-104.33734168287408,19.116281691396743],[-104.33749330309749,19.116433359618394],[-104.33790360170644,19.116761987719602],[-104.33842087076849,19.117183255205692],[-104.33880427423234,19.117452956007476],[-104.33895145739986,19.117448668318918],[-104.3390941133621,19.117996412599084],[-104.33921901511887,19.118552561498955],[-104.33933495103156,19.118914836045246],[-104.33925913994192,19.119087594135898],[-104.33906739309967,19.11951736164574],[-104.33884439894119,19.119934449787213],[-104.33881324015086,19.119947104700863],[-104.33881767872457,19.119997614951384],[-104.33907183168114,19.120081890087363],[-104.33926801711665,19.12014930734568],[-104.33931266931377,19.12021675030509],[-104.33927698306368,19.119841746650938],[-104.33933051244207,19.119656396190145],[-104.33940179620537,19.119580579036793],[-104.33946429158817,19.11950891288217],[-104.33948657332914,19.119445744565155],[-104.33952225963054,19.119357237143163],[-104.33975857063302,19.119096021654727],[-104.33982097739673,19.11903286903243],[-104.33987006836904,19.118982288905446],[-104.33986110238551,19.11884742776868],[-104.33983882058727,19.118805329469026],[-104.33980313420837,19.118737886380096],[-104.33990122738535,19.11835451676153],[-104.34003056844453,19.118139688971095],[-104.34003944566626,19.118127024636504],[-104.34008409809974,19.11787840287265],[-104.34008853671217,19.11782789970931],[-104.34009297532472,19.11772680149564],[-104.34015538223161,19.117532952866117],[-104.34027131888921,19.117364464754896],[-104.34040066027683,19.117254903692025],[-104.3404497514444,19.117216994873107],[-104.34060128612921,19.117157956599545],[-104.34070390724719,19.116993711971652],[-104.34081087829914,19.116917819351443],[-104.34081984434108,19.116896730352355],[-104.34085996960486,19.116808315774215],[-104.34085996960486,19.116770391820076],[-104.34086440824093,19.116719800312545],[-104.340931342889,19.116530201980698],[-104.34091793820235,19.116378592062816],[-104.34091349956468,19.116294323266505],[-104.34085100356046,19.116117356485905],[-104.34077519168221,19.115885620509342],[-104.34075743714969,19.11569182337202],[-104.34083316024598,19.11551065705855],[-104.34132371903029,19.115923480946485],[-104.34153775089555,19.116062585988775],[-104.34154218955224,19.11598248854584],[-104.34155115563918,19.115860299076466],[-104.34152434615316,19.115434802957058],[-104.34142625188382,19.114777568699875],[-104.34127462756838,19.11398120383186],[-104.34127462756838,19.11396011545555],[-104.34129690958612,19.113842189662233],[-104.34139500376843,19.113673609410338],[-104.34152878480944,19.11357672443744],[-104.34172506232541,19.113382922451613],[-104.34184987756348,19.11325227888369],[-104.34194353344886,19.113163884354687],[-104.34202822327757,19.11307956612166],[-104.34070834587848,19.112569746524258],[-104.34060128612921,19.11252761987975],[-104.3405879702455,19.112523445281667],[-104.34037837839611,19.11244335252495],[-104.34003500705533,19.11230853681805],[-104.33918332889172,19.111756619714445],[-104.33859921228665,19.11118362694298]]]}"
000000000000000000e9,0600700010901,0901,06,0001,007,1.6962855060205823E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.338487715523,19.1110782294752],[-104.33837621884466,19.110960249709596],[-104.3378099484172,19.110433600193204],[-104.3370786558936,19.10971735064782],[-104.33656139159709,19.109110617507227],[-104.33641864934474,19.108815676692682],[-104.33560711613796,19.106974427295157],[-104.33536184616248,19.106481401488306],[-104.33515226183106,19.10619067903708],[-104.3345681613892,19.105731431502704],[-104.33328394757703,19.10667105945872],[-104.33248130860034,19.107581136585107],[-104.33205771016348,19.10806988012659],[-104.33169207788525,19.108482802648183],[-104.33124167415147,19.108988463756447],[-104.33094741231501,19.10932131630995],[-104.33069762309626,19.109603603555662],[-104.33062634359327,19.109687832413684],[-104.33108562209895,19.110008098650706],[-104.33158502476275,19.110349381943397],[-104.33226729004073,19.110880186780108],[-104.33264632768795,19.11118782609128],[-104.33317689328392,19.111617550971435],[-104.33343556357623,19.111849283354392],[-104.33411331032725,19.112371749554967],[-104.33490255416702,19.112970017192044],[-104.33464840848433,19.11333656887491],[-104.33453691474466,19.113479802708426],[-104.33414011844958,19.113985406928435],[-104.33390825498526,19.114263539054747],[-104.33371651518648,19.114840744597057],[-104.33360946057533,19.115063996835076],[-104.33344444039606,19.115160956329124],[-104.3328960314828,19.115519053543093],[-104.33277113514795,19.11560335958626],[-104.33265076607374,19.11588978053551],[-104.332436747265,19.11640380081686],[-104.33153149823103,19.11752034621145],[-104.33294503135346,19.118282904043152],[-104.33315461250811,19.117650936979665],[-104.33329282438761,19.117195896903645],[-104.33438085916,19.117819450465962],[-104.3349249239794,19.118135472759874],[-104.33521475539091,19.117524541824853],[-104.33536637340043,19.117014746128284],[-104.33549562166434,19.116526037124878],[-104.33573201490526,19.116007767522202],[-104.33617790526586,19.1152831334554],[-104.33658367289414,19.114625826702238],[-104.33675313514131,19.11435617159143],[-104.3369894416527,19.11397702807055],[-104.33669072969157,19.113728445404004],[-104.3365658301022,19.1136272959467],[-104.33612881553755,19.113260723027594],[-104.33642761511642,19.11297845058636],[-104.33667732539504,19.1127635916052],[-104.33713662298688,19.112329603503763],[-104.33741749296605,19.112072584880554],[-104.3378099484172,19.111731338278314],[-104.33811318999646,19.111427981693847],[-104.338487715523,19.1110782294752]]]}"
000000000000000000ea,0600700010954,0954,06,0001,007,1.6710910022838205E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.39793199511439,19.11811434768539],[-104.39821733337413,19.118143859610942],[-104.3983600471155,19.1181481138171],[-104.39842691925233,19.118122779661988],[-104.39850276099543,19.118093277861888],[-104.39854734245988,19.117954280884273],[-104.39854734245988,19.117853198920006],[-104.39868108693433,19.117680452777478],[-104.3984447695888,19.11699369138777],[-104.39803900799781,19.116732424391312],[-104.39756184658815,19.116631329593574],[-104.39724977871323,19.116943152576496],[-104.397111506392,19.11717065223807],[-104.3970312250269,19.11727173303926],[-104.39720519764234,19.117495071630078],[-104.39729880014545,19.117452908577942],[-104.39736123144964,19.117478158778653],[-104.39752623493888,19.11766774739491],[-104.39756637575114,19.11771833336887],[-104.39762427800407,19.11779417424321],[-104.3977892817886,19.11800059466084],[-104.39787400393294,19.118055434924752],[-104.39786512320273,19.118110180883452],[-104.39793199511439,19.11811434768539]]]}"
000000000000000000eb,0600700011774,1774,06,0001,007,1.6691348042171186E-4,"{""type"":""Polygon"",""coordinates"":[[[-104.34680839580106,19.14758285304484],[-104.34229134796495,19.14715734393515],[-104.34228690928543,19.147199521224024],[-104.34228690928543,19.147207939520943],[-104.34228690928543,19.147237359254714],[-104.34221109666044,19.14848005984799],[-104.34672814201089,19.148926554299617],[-104.34680839580106,19.14758285304484]]]}"
