nra,nombre,estado,sector,sustancia,cas,contaminante,emision,year,latitud norte,longitud oeste,municipio,localidad
CMB110600711,CONSORCIO MINERO BENITO JUÁREZ PEÑA COLORADA S.A. DE C.V.,COLIMA,Metalurgica (incluye la siderurgica),Clorodifluorometano (HCFC-22),75-45-6,otros,0.0,2013,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUÁREZ PEÑA COLORADA S.A. DE C.V.,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,otros,0.0,2013,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUÁREZ PEÑA COLORADA S.A. DE C.V.,COLIMA,Metalurgica (incluye la siderurgica),Níquel (compuestos),S/C5,otros,0.0,2013,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUÁREZ PEÑA COLORADA S.A. DE C.V.,COLIMA,Metalurgica (incluye la siderurgica),Plomo (compuestos),S/C6,otros,0.0,2013,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Bióxido de carbono,124-38-9,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Cadmio (compuestos),S/C2,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Mercurio (compuestos),S/C4,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Níquel (compuestos),S/C5,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Cromo (compuestos),S/C3,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Mercurio,7439-97-6,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Arsénico (compuestos),S/C1,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Plomo (compuestos),S/C6,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Arsénico,7440-38-2,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.",COLIMA,Alimenticio y/o de consumo humano,Cadmio,7440-43-9,otros,0.0,2013,"18°58'15""","103°52'8""",Tecoman,TECOMAN
ECOBT0600211,EMBOTELLADORA DE COLIMA SA DE CV,COLIMA,Bebidas y tabaco,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2013,"19°13'43""","103°42'41""",Colima,COLIMA
ECOBT0600211,EMBOTELLADORA DE COLIMA SA DE CV,COLIMA,Bebidas y tabaco,Cadmio,7440-43-9,otros,0.0,2013,"19°13'43""","103°42'41""",Colima,COLIMA
ECOBT0600211,EMBOTELLADORA DE COLIMA SA DE CV,COLIMA,Bebidas y tabaco,Níquel (compuestos),S/C5,otros,0.0,2013,"19°13'43""","103°42'41""",Colima,COLIMA
ECOBT0600211,EMBOTELLADORA DE COLIMA SA DE CV,COLIMA,Bebidas y tabaco,Arsénico,7440-38-2,otros,0.0,2013,"19°13'43""","103°42'41""",Colima,COLIMA
ECOBT0600211,EMBOTELLADORA DE COLIMA SA DE CV,COLIMA,Bebidas y tabaco,Mercurio,7439-97-6,otros,0.0,2013,"19°13'43""","103°42'41""",Colima,COLIMA
ECOBT0600211,EMBOTELLADORA DE COLIMA SA DE CV,COLIMA,Bebidas y tabaco,Cromo (compuestos),S/C3,otros,0.0,2013,"19°13'43""","103°42'41""",Colima,COLIMA
ECOBT0600211,EMBOTELLADORA DE COLIMA SA DE CV,COLIMA,Bebidas y tabaco,Plomo (compuestos),S/C6,otros,0.0,2013,"19°13'43""","103°42'41""",Colima,COLIMA
ECOLY0600911,Ecoltec S.A. de C.V,COLIMA,Tratamiento de residuos peligrosos,Bióxido de carbono,124-38-9,otros,0.0,2013,"18°59'4""","103°52'26""",Tecoman,NO APLICA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Plomo (compuestos),S/C6,otros,0.0,2013,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Mercurio (compuestos),S/C4,otros,0.0,2013,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,otros,0.0,2013,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Mercurio,7439-97-6,otros,0.0,2013,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Bióxido de carbono,124-38-9,otros,0.0,2013,"18°57'41""","103°53'26""",Tecoman,Tecomán
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Cromo (compuestos),S/C3,otros,0.0,2013,"18°57'41""","103°53'26""",Tecoman,Tecomán
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Níquel (compuestos),S/C5,otros,0.0,2013,"18°57'41""","103°53'26""",Tecoman,Tecomán
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Metano,74-82-8,otros,0.0,2013,"18°57'41""","103°53'26""",Tecoman,Tecomán
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Mercurio,7439-97-6,otros,0.0,2013,"18°57'41""","103°53'26""",Tecoman,Tecomán
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2013,"18°57'41""","103°53'26""",Tecoman,Tecomán
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Plomo (compuestos),S/C6,otros,0.0,2013,"18°57'41""","103°53'26""",Tecoman,Tecomán
EOMMI0600711,ENERGÍA OCCIDENTE DE MÉXICO S. DE R. L. DE C. V.,COLIMA,Petroleo y petroquimica,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2013,"19°1'18""","104°18'58""",Manzanillo,CAMPOS
EOMMI0600711,ENERGÍA OCCIDENTE DE MÉXICO S. DE R. L. DE C. V.,COLIMA,Petroleo y petroquimica,Arsénico,7440-38-2,otros,0.0,2013,"19°1'18""","104°18'58""",Manzanillo,CAMPOS
EOMMI0600711,ENERGÍA OCCIDENTE DE MÉXICO S. DE R. L. DE C. V.,COLIMA,Petroleo y petroquimica,Plomo (compuestos),S/C6,otros,0.0,2013,"19°1'18""","104°18'58""",Manzanillo,CAMPOS
EOMMI0600711,ENERGÍA OCCIDENTE DE MÉXICO S. DE R. L. DE C. V.,COLIMA,Petroleo y petroquimica,Acido sulfhídrico,7783-06-4,otros,0.0,2013,"19°1'18""","104°18'58""",Manzanillo,CAMPOS
EOMMI0600711,ENERGÍA OCCIDENTE DE MÉXICO S. DE R. L. DE C. V.,COLIMA,Petroleo y petroquimica,Mercurio,7439-97-6,otros,0.0,2013,"19°1'18""","104°18'58""",Manzanillo,CAMPOS
EOMMI0600711,ENERGÍA OCCIDENTE DE MÉXICO S. DE R. L. DE C. V.,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,otros,0.0,2013,"19°1'18""","104°18'58""",Manzanillo,CAMPOS
EOMMI0600711,ENERGÍA OCCIDENTE DE MÉXICO S. DE R. L. DE C. V.,COLIMA,Petroleo y petroquimica,Cadmio,7440-43-9,otros,0.0,2013,"19°1'18""","104°18'58""",Manzanillo,CAMPOS
EOMMI0600711,ENERGÍA OCCIDENTE DE MÉXICO S. DE R. L. DE C. V.,COLIMA,Petroleo y petroquimica,Níquel (compuestos),S/C5,otros,0.0,2013,"19°1'18""","104°18'58""",Manzanillo,CAMPOS
EOMMI0600711,ENERGÍA OCCIDENTE DE MÉXICO S. DE R. L. DE C. V.,COLIMA,Petroleo y petroquimica,Metano,74-82-8,otros,0.0,2013,"19°1'18""","104°18'58""",Manzanillo,CAMPOS
GML110600711,"GRUPO MINERO LEEOCTA JCMG, S.A. DE C.V.",COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,otros,0.0,2013,"19°9'40""","104°27'59""",Manzanillo,MANZANILLO
MAR1Z0600711,Marindustria S. A. de C. V.,COLIMA,Alimenticio y/o de consumo humano,Cadmio (compuestos),S/C2,otros,0.0,2013,"19°4'47""","104°17'29""",Manzanillo,MANZANILLO
MAR1Z0600711,Marindustria S. A. de C. V.,COLIMA,Alimenticio y/o de consumo humano,Mercurio (compuestos),S/C4,otros,0.0,2013,"19°4'47""","104°17'29""",Manzanillo,MANZANILLO
MAR1Z0600711,Marindustria S. A. de C. V.,COLIMA,Alimenticio y/o de consumo humano,Níquel (compuestos),S/C5,otros,0.0,2013,"19°4'47""","104°17'29""",Manzanillo,MANZANILLO
MAR1Z0600711,Marindustria S. A. de C. V.,COLIMA,Alimenticio y/o de consumo humano,Arsénico (compuestos),S/C1,otros,0.0,2013,"19°4'47""","104°17'29""",Manzanillo,MANZANILLO
MAR1Z0600711,Marindustria S. A. de C. V.,COLIMA,Alimenticio y/o de consumo humano,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2013,"19°4'47""","104°17'29""",Manzanillo,MANZANILLO
MAR1Z0600711,Marindustria S. A. de C. V.,COLIMA,Alimenticio y/o de consumo humano,Bióxido de carbono,124-38-9,otros,0.0,2013,"19°4'47""","104°17'29""",Manzanillo,MANZANILLO
NWMTZ0601011,"NUEVA WAL-MART DE MÉXCO, S. DE R.L. DE C.V.",COLIMA,Otros,Plomo (compuestos),S/C6,otros,0.0,2013,"19°15'22""","103°44'37""",Villa de Alvarez,CENTRO
OCPTE0600711,OPERADORA DE LA CUENCA DEL PACÍFICO,COLIMA,Otros,Mercurio,7439-97-6,otros,0.0,2013,"19°3'31""","104°18'3""",Manzanillo,MANZANILLO
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Acroleina,107-02-8,otros,0.0,2013,"19°13'55""","103°45'54""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Formaldehido,50-00-0,otros,0.0,2013,"19°13'55""","103°45'54""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,otros,0.0,2013,"19°13'55""","103°45'54""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Acetaldehido,75-07-0,otros,0.0,2013,"19°13'55""","103°45'54""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Benceno,71-43-2,otros,0.0,2013,"19°13'55""","103°45'54""",Colima,COLIMA
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,otros,0.0,2013,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Formaldehido,50-00-0,otros,0.0,2013,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Acetaldehido,75-07-0,otros,0.0,2013,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Benceno,71-43-2,otros,0.0,2013,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Acroleina,107-02-8,otros,0.0,2013,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Benceno,71-43-2,otros,0.0,2013,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Acetaldehido,75-07-0,otros,0.0,2013,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Formaldehido,50-00-0,otros,0.0,2013,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,otros,0.0,2013,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
ROM110600711,"MINING INDUSTRY AND CRUSHING RS, S.A de C.V.",COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,otros,0.0,2013,"19°7'59""","104°16'3""",Manzanillo,
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,otros,0.0,2013,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,otros,0.0,2013,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,otros,0.0,2013,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,otros,0.0,2013,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2013,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Níquel (compuestos),S/C5,otros,0.0,2013,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio,7439-97-6,otros,0.0,2013,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,otros,0.0,2013,"18°57'49""","103°53'28""",Tecoman,Tecoman
YCS750600611,YESERA COLIMA S.A DE C.V.,COLIMA,Cemento y Cal,Mercurio,7439-97-6,otros,0.0,2013,"19°5'0""","103°46'3""",Ixtlahuacan,
YCS750600611,YESERA COLIMA S.A DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,otros,0.0,2013,"19°5'0""","103°46'3""",Ixtlahuacan,
YCS750600611,YESERA COLIMA S.A DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,otros,0.0,2013,"19°5'0""","103°46'3""",Ixtlahuacan,
YCS750600611,YESERA COLIMA S.A DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,otros,0.0,2013,"19°5'0""","103°46'3""",Ixtlahuacan,
YCS750600611,YESERA COLIMA S.A DE C.V.,COLIMA,Cemento y Cal,Formaldehido,50-00-0,otros,0.0,2013,"19°5'0""","103°46'3""",Ixtlahuacan,
YCS750600611,YESERA COLIMA S.A DE C.V.,COLIMA,Cemento y Cal,Níquel (compuestos),S/C5,otros,0.0,2013,"19°5'0""","103°46'3""",Ixtlahuacan,
YCS750600611,YESERA COLIMA S.A DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,otros,0.0,2013,"19°5'0""","103°46'3""",Ixtlahuacan,
YCS750600611,YESERA COLIMA S.A DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,otros,0.0,2013,"19°5'0""","103°46'3""",Ixtlahuacan,
YCS750600611,YESERA COLIMA S.A DE C.V.,COLIMA,Cemento y Cal,Benceno,71-43-2,otros,0.0,2013,"19°5'0""","103°46'3""",Ixtlahuacan,
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Mercurio (compuestos),S/C4,otros,0.0,2013,"19°0'34""","104°16'22""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2013,"19°0'34""","104°16'22""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,otros,0.0,2013,"19°0'34""","104°16'22""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Níquel (compuestos),S/C5,otros,0.0,2013,"19°0'34""","104°16'22""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Arsénico (compuestos),S/C1,otros,0.0,2013,"19°0'34""","104°16'22""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Cadmio (compuestos),S/C2,otros,0.0,2013,"19°0'34""","104°16'22""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Plomo (compuestos),S/C6,otros,0.0,2013,"19°0'34""","104°16'22""",Manzanillo,CAMPOS
CAP730600911,"CEMENTOS APASCO, S.A. DE C.V.,CEMENTOS APASCO S.A DE C.V. PLANTA TECOMAN",COLIMA,Cemento y Cal,Dioxinas,PCDDs,aire,1.5e-09,2014,"18°58'48""","103°52'16""",Tecoman,Tecomán
CAP730600911,"CEMENTOS APASCO, S.A. DE C.V.,CEMENTOS APASCO S.A DE C.V. PLANTA TECOMAN",COLIMA,Cemento y Cal,Furanos,PCDFs,aire,1.2899999999999999e-09,2014,"18°58'48""","103°52'16""",Tecoman,Tecomán
CAP730600911,"CEMENTOS APASCO, S.A. DE C.V.,CEMENTOS APASCO S.A DE C.V. PLANTA TECOMAN",COLIMA,Cemento y Cal,"Plomo (polvos respirables, humos o vapores)",7439-92-1,aire,0.021050000000000003,2014,"18°58'48""","103°52'16""",Tecoman,Tecomán
CAP730600911,"CEMENTOS APASCO, S.A. DE C.V.,CEMENTOS APASCO S.A DE C.V. PLANTA TECOMAN",COLIMA,Cemento y Cal,Mercurio,7439-97-6,aire,0.0076,2014,"18°58'48""","103°52'16""",Tecoman,Tecomán
CAP730600911,"CEMENTOS APASCO, S.A. DE C.V.,CEMENTOS APASCO S.A DE C.V. PLANTA TECOMAN",COLIMA,Cemento y Cal,"Cromo (polvos respirables, humos o vapores)",7440-47-3,aire,0.018120999999999998,2014,"18°58'48""","103°52'16""",Tecoman,Tecomán
CFEM90600711,"COMISIÓN FEDERAL DE ELECTRICIDAD,TERMINAL DE GAS NATURAL LICUADO DE MANZANILLO",COLIMA,Petroleo y petroquimica,Arsénico (compuestos),As,aire,0.0,2014,"19°0'35""","104°15'33""",Manzanillo,Manzanillo
CFEM90600711,"COMISIÓN FEDERAL DE ELECTRICIDAD,TERMINAL DE GAS NATURAL LICUADO DE MANZANILLO",COLIMA,Petroleo y petroquimica,Cadmio (compuestos),Cd,aire,0.0,2014,"19°0'35""","104°15'33""",Manzanillo,Manzanillo
CFEM90600711,"COMISIÓN FEDERAL DE ELECTRICIDAD,TERMINAL DE GAS NATURAL LICUADO DE MANZANILLO",COLIMA,Petroleo y petroquimica,Cromo (compuestos),Cr,aire,0.0,2014,"19°0'35""","104°15'33""",Manzanillo,Manzanillo
CFEM90600711,"COMISIÓN FEDERAL DE ELECTRICIDAD,TERMINAL DE GAS NATURAL LICUADO DE MANZANILLO",COLIMA,Petroleo y petroquimica,Mercurio (compuestos),Hg,aire,0.0,2014,"19°0'35""","104°15'33""",Manzanillo,Manzanillo
CFEM90600711,"COMISIÓN FEDERAL DE ELECTRICIDAD,TERMINAL DE GAS NATURAL LICUADO DE MANZANILLO",COLIMA,Petroleo y petroquimica,Níquel (compuestos),Ni,aire,0.0,2014,"19°0'35""","104°15'33""",Manzanillo,Manzanillo
CFEM90600711,"COMISIÓN FEDERAL DE ELECTRICIDAD,TERMINAL DE GAS NATURAL LICUADO DE MANZANILLO",COLIMA,Petroleo y petroquimica,Plomo (compuestos),Pb,aire,0.0,2014,"19°0'35""","104°15'33""",Manzanillo,Manzanillo
CFEM90600711,"COMISIÓN FEDERAL DE ELECTRICIDAD,TERMINAL DE GAS NATURAL LICUADO DE MANZANILLO",COLIMA,Petroleo y petroquimica,Cianuro inorgánico/orgánico,57-12-5,aire,0.0,2014,"19°0'35""","104°15'33""",Manzanillo,Manzanillo
CIT640600911,"CITROJUGO, S.A DE C.V,CITROJUGO TECOMÁN",COLIMA,Quimica,Cromo (compuestos),Cr,aire,0.0,2014,"18°54'41""","103°52'16""",Tecoman,Tecomán
CMB110600711,"CONSORCIO MINERO BENITO JUAREZ PE¿A COLORADA SA DE CV,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA",COLIMA,Metalurgica (incluye la siderurgica),Bióxido de nitrógeno,10102-44-0,aire,755.33991,2014,"19°5'8""","104°16'41""",Manzanillo,Manzanillo
CMB110600711,"CONSORCIO MINERO BENITO JUAREZ PE¿A COLORADA SA DE CV,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA",COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,aire,167903.0,2014,"19°5'8""","104°16'41""",Manzanillo,Manzanillo
CMB110600711,"CONSORCIO MINERO BENITO JUAREZ PE¿A COLORADA SA DE CV,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA",COLIMA,Metalurgica (incluye la siderurgica),Asbesto,1332-21-4,aire,0.0,2014,"19°5'8""","104°16'41""",Manzanillo,Manzanillo
CMB110600711,"CONSORCIO MINERO BENITO JUAREZ PE¿A COLORADA SA DE CV,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA",COLIMA,Metalurgica (incluye la siderurgica),"Plomo (polvos respirables, humos o vapores)",7439-92-1,aire,0.0,2014,"19°5'8""","104°16'41""",Manzanillo,Manzanillo
CMB110600711,"CONSORCIO MINERO BENITO JUAREZ PE¿A COLORADA SA DE CV,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA",COLIMA,Metalurgica (incluye la siderurgica),"Níquel (polvos respirables, humos o vapores)",7440-02-0,aire,0.0,2014,"19°5'8""","104°16'41""",Manzanillo,Manzanillo
CMB110600711,"CONSORCIO MINERO BENITO JUAREZ PE¿A COLORADA SA DE CV,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA",COLIMA,Metalurgica (incluye la siderurgica),Cadmio,7440-43-9,aire,0.0,2014,"19°5'8""","104°16'41""",Manzanillo,Manzanillo
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.,DANISCO",COLIMA,Alimenticio y/o de consumo humano,Arsénico (compuestos),As,aire,0.0,2014,"18°58'2""","103°53'9""",Tecoman,Tecomán
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.,DANISCO",COLIMA,Alimenticio y/o de consumo humano,Cadmio (compuestos),Cd,aire,0.0,2014,"18°58'2""","103°53'9""",Tecoman,Tecomán
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.,DANISCO",COLIMA,Alimenticio y/o de consumo humano,Níquel (compuestos),Ni,aire,0.0,2014,"18°58'2""","103°53'9""",Tecoman,Tecomán
DMEBF0600911,"DANISCO MEXICANA, S.A. DE C.V.,DANISCO",COLIMA,Alimenticio y/o de consumo humano,Plomo (compuestos),Pb,aire,0.0,2014,"18°58'2""","103°53'9""",Tecoman,Tecomán
ECOLY0600911,"ECOLTEC, S.A. DE C.V. ,(PLANTA TECOMAN)",COLIMA,Tratamiento de residuos peligrosos,Bióxido de carbono,124-38-9,aire,156.05,2014,"18°59'1""","103°52'25""",Tecoman,Tecomán
ECOUB0600211,"ECOSISTEMA DE COLIMA S.A. DE C.V.,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE COLIMA Y VILLA DE ALVAREZ",COLIMA,Otros,Arsénico (compuestos),As,aire,0.0,2014,"19°12'5""","103°45'59""",Colima,Colima
ECOUB0600211,"ECOSISTEMA DE COLIMA S.A. DE C.V.,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE COLIMA Y VILLA DE ALVAREZ",COLIMA,Otros,Cadmio (compuestos),Cd,aire,0.0,2014,"19°12'5""","103°45'59""",Colima,Colima
ECOUB0600211,"ECOSISTEMA DE COLIMA S.A. DE C.V.,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE COLIMA Y VILLA DE ALVAREZ",COLIMA,Otros,Cromo (compuestos),Cr,aire,0.0,2014,"19°12'5""","103°45'59""",Colima,Colima
ECOUB0600211,"ECOSISTEMA DE COLIMA S.A. DE C.V.,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE COLIMA Y VILLA DE ALVAREZ",COLIMA,Otros,Níquel (compuestos),Ni,aire,0.0,2014,"19°12'5""","103°45'59""",Colima,Colima
ECOUB0600211,"ECOSISTEMA DE COLIMA S.A. DE C.V.,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE COLIMA Y VILLA DE ALVAREZ",COLIMA,Otros,Plomo (compuestos),Pb,aire,0.0,2014,"19°12'5""","103°45'59""",Colima,Colima
